run,day,n_players,num_households,base_h2_price_eur,import_factor,pi_res,pi_peak,v_mip,v_chp,gap,eps_bound,time_mip_s,time_cg_s,r_sym,reserve_revenue,pool_standalone_sum,pool_gain_abs,pool_gain_ratio,mech_no_pooling,mech_time_only,mech_full,mech_gain_time,mech_gain_direction,mech_share_direction,n_binding_up,n_binding_dn,settlement_imbalance,stab_method,stab_excess_sigma,stab_holds_sigma,stab_excess_owen,stab_holds_owen,stab_eps_lr,stab_worst_S_size,stab_time_s,peak_value,peak_cost,sum_individual_peaks,coincidence_factor,peak_netting_saving,schema_checks,converged,vstar_is_lower_bound,cost_of_stability_vstar,weak_eps,time_rowgen_s,n_coalitions
community_size_1000_6p,1,6,1000,3.333333333333333,1.5,56.0,150.0,-2229.7942346392865,-2232.325316836411,-2.531082197124306,0.4218470328540509,0.13,15.74,0.1425,191.52,0.1425,0.0,1.0,0.0,0.0678032960779764,0.1425,0.0678032960779764,0.0746967039220235,0.524187395944025,23,23,1.1908696251339279e-11,dinkelbach,-0.0,True,0.4218470328540533,True,0.4218470328540509,1,0.52,0.6969578313909415,104.54367470864122,1.3834488194594203,0.5037828805718134,0.6864909880684789,ok,True,False,-7.105427357601003e-14,-1.1842378929335004e-14,5.25,17
community_size_1000_6p,2,6,1000,3.333333333333333,1.5,56.0,150.0,-2147.647210470916,-2154.8114523654817,-7.164241894565748,1.194040315760958,0.52,14.53,0.1425,191.52,0.1425,0.0,1.0,0.0,0.0,0.1425,0.0,0.1425,1.0,24,24,0.0,dinkelbach,-0.0,True,1.1940403157614554,True,1.194040315760958,1,0.92,0.4809699365095173,72.14549047642761,1.3598887245722986,0.3536833035076367,0.8789187880627812,ok,True,False,-8.79296635503124e-14,-1.4654943925052066e-14,2.33,13
community_size_1000_6p,3,6,1000,3.333333333333333,1.5,56.0,150.0,-1931.869636643556,-1935.0292806707432,-3.1596440271875963,0.5266073378645993,0.12,14.36,0.1425,191.52,0.1425,0.0,1.0,0.0,0.1007042786434315,0.1425,0.1007042786434315,0.0417957213565684,0.2933033077653925,24,23,1.2221335055073725e-12,dinkelbach,-0.0,True,0.526607337864597,True,0.5266073378645993,1,0.34,0.7235012600454171,108.52518900681255,0.9330234742062592,0.7754373604168036,0.2095222141608419,ok,True,False,-6.394884621840903e-14,-1.0658141036401504e-14,3.41,17
community_size_1000_6p,4,6,1000,3.333333333333333,1.5,56.0,150.0,-2223.0797891275524,-2228.018250905824,-4.938461778271176,0.823076963045196,0.78,14.92,0.1425,191.52,0.1425,0.0,1.0,0.0,0.0,0.1425,0.0,0.1425,1.0,24,24,2.842170943040401e-13,dinkelbach,-0.0,True,0.8230769630454375,True,0.823076963045196,1,0.47,0.7015676051926837,105.23514077890256,1.2437447254319305,0.5640768486065674,0.5421771202392466,ok,True,False,-7.105427357601003e-14,-1.1842378929335004e-14,2.67,17
community_size_1000_6p,5,6,1000,3.333333333333333,1.5,56.0,150.0,-2180.867479474298,-2183.2593675183275,-2.391888044029656,0.398648007338276,0.13,14.86,0.1425,191.52,0.1425,0.0,1.0,0.0,0.08157148753308,0.1425,0.08157148753308,0.0609285124669199,0.427568508539789,24,23,5.115907697472721e-13,dinkelbach,-0.0,True,0.3986480073382736,True,0.398648007338276,1,0.43,0.6221899544815686,93.32849317223528,1.4076104192313923,0.4420185770018009,0.7854204647498237,ok,True,False,-7.105427357601003e-14,-1.1842378929335004e-14,2.9,17
community_size_1000_6p,6,6,1000,3.333333333333333,1.5,56.0,150.0,-2467.258140754388,-2471.986225909656,-4.728085155267763,0.7880141925446272,0.13,15.8,0.1425,191.52,0.1425,0.0,1.0,0.0,0.0,0.1425,0.0,0.1425,1.0,23,23,4.831690603168681e-13,dinkelbach,-0.0,True,-2.832123424667543e-12,True,0.7880141925446272,0,1.63,0.5157445009990977,77.36167514986467,1.3598887245722986,0.3792549284952014,0.8441442235732008,ok,True,False,-4.973799150320701e-14,-8.289665250534503e-15,3.28,14
community_size_1000_6p,7,6,1000,3.333333333333333,1.5,56.0,150.0,-2334.7788279707784,-2342.206793321358,-7.427965350579598,1.2379942250965996,0.28,15.14,0.1425,191.52,0.1425,0.0,1.0,0.0,0.0,0.1425,0.0,0.1425,1.0,24,23,0.5694710068563893,dinkelbach,-0.0,True,1.2379942250965996,True,1.2379942250965996,1,0.48,0.3951589916414488,59.273848746217325,0.9960539839325868,0.396724472785396,0.6008949922911381,ok,True,False,5.684341886080803e-14,9.473903143468002e-15,3.42,18
community_size_1000_6p,8,6,1000,3.333333333333333,1.5,56.0,150.0,-2453.6528151561365,-2462.474768257452,-8.821953101315557,1.4703255168859262,1.67,16.09,0.1425,191.52,0.1425,0.0,1.0,0.0,0.0,0.1424999999999999,0.0,0.1424999999999999,1.0,24,23,0.8194217277487041,dinkelbach,-0.0,True,1.4703255168859286,True,1.4703255168859262,1,0.92,0.3996277145679834,59.94415718519752,1.3598887245722986,0.2938679520956181,0.9602610100043152,ok,True,False,-7.105427357601003e-14,-1.1842378929335004e-14,4.84,17
community_size_1000_6p,9,6,1000,3.333333333333333,1.5,56.0,150.0,-2517.269437558381,-2521.6305905909603,-4.361153032578841,0.7268588387631402,0.61,17.12,0.1425,191.52,0.1425,0.0,1.0,0.0,0.0,0.1425,0.0,0.1425,1.0,24,24,3.694822225952521e-13,dinkelbach,-0.0,True,0.7268588387631425,True,0.7268588387631402,1,0.49,0.4446251781343993,66.6937767201599,1.0232974074566834,0.4345023987107291,0.5786722293222841,ok,True,False,-4.973799150320701e-14,-8.289665250534503e-15,2.62,14
community_size_1000_6p,10,6,1000,3.333333333333333,1.5,56.0,150.0,-1878.912776807315,-1883.906822067593,-4.994045260278654,0.832340876713109,0.29,15.31,0.1425,191.52,0.1425,0.0,1.0,0.0,0.0,0.1425,0.0,0.1425,1.0,23,23,0.0,dinkelbach,-0.0,True,0.8323408767131113,True,0.832340876713109,1,0.46,1.2053675393830152,180.80513090745228,1.411156503722916,0.8541699919201109,0.2057889643399009,ok,True,False,2.131628207280301e-13,3.5527136788005016e-14,3.99,17
