scenario,run_id,use_korean_price,use_tou_elec,import_factor,month,hp_cap,els_cap,num_households,nu_cop,c_su_G,c_su_H,base_h2_price_eur,e_E_cap_ratio,e_H_cap_ratio,e_G_cap_ratio,eff_type,segments,peak_penalty_ratio,wind_el_ratio,solar_el_ratio,storage_power_ratio_E,storage_power_ratio_G,storage_power_ratio_H,storage_capacity_ratio_E,storage_capacity_ratio_G,storage_capacity_ratio_H,initial_soc_ratio_E,initial_soc_ratio_G,initial_soc_ratio_H,day,solve_time_ip,profit_ip_u1,profit_ip_u2,profit_ip_u3,profit_ip_u4,profit_ip_u5,profit_ip_u6,violation_ip,blocking_coalition_ip,solve_time_chp,profit_chp_u1,profit_chp_u2,profit_chp_u3,profit_chp_u4,profit_chp_u5,profit_chp_u6,violation_chp,blocking_coalition_chp,chp_price_electricity_0,chp_price_electricity_1,chp_price_electricity_2,chp_price_electricity_3,chp_price_electricity_4,chp_price_electricity_5,chp_price_electricity_6,chp_price_electricity_7,chp_price_electricity_8,chp_price_electricity_9,chp_price_electricity_10,chp_price_electricity_11,chp_price_electricity_12,chp_price_electricity_13,chp_price_electricity_14,chp_price_electricity_15,chp_price_electricity_16,chp_price_electricity_17,chp_price_electricity_18,chp_price_electricity_19,chp_price_electricity_20,chp_price_electricity_21,chp_price_electricity_22,chp_price_electricity_23,chp_price_heat_0,chp_price_heat_1,chp_price_heat_2,chp_price_heat_3,chp_price_heat_4,chp_price_heat_5,chp_price_heat_6,chp_price_heat_7,chp_price_heat_8,chp_price_heat_9,chp_price_heat_10,chp_price_heat_11,chp_price_heat_12,chp_price_heat_13,chp_price_heat_14,chp_price_heat_15,chp_price_heat_16,chp_price_heat_17,chp_price_heat_18,chp_price_heat_19,chp_price_heat_20,chp_price_heat_21,chp_price_heat_22,chp_price_heat_23,chp_price_hydrogen_0,chp_price_hydrogen_1,chp_price_hydrogen_2,chp_price_hydrogen_3,chp_price_hydrogen_4,chp_price_hydrogen_5,chp_price_hydrogen_6,chp_price_hydrogen_7,chp_price_hydrogen_8,chp_price_hydrogen_9,chp_price_hydrogen_10,chp_price_hydrogen_11,chp_price_hydrogen_12,chp_price_hydrogen_13,chp_price_hydrogen_14,chp_price_hydrogen_15,chp_price_hydrogen_16,chp_price_hydrogen_17,chp_price_hydrogen_18,chp_price_hydrogen_19,chp_price_hydrogen_20,chp_price_hydrogen_21,chp_price_hydrogen_22,chp_price_hydrogen_23,isimp_ip,isimp_chp
export_cap_050,10,True,False,1.5,1,0.8,1,700,3.28,50,10,3.333333333,0.5,0.5,0.5,1,6,0,1,1,0.25,0.25,0.25,3,0,0,0.2,0.2,0.2,11,0.145619631,978.9874014,166.9190535,582.4780534,0,0,0,3.27e-13,,113.866205,979.501449,167.0167128,581.8663464,0.0,0.0,0.0,0.0,,61.80716057,57.19280791,53.16,53.16,57.19280791,61.56,53.16,61.56,64.94215876,76.0,71.2,71.2,0.05,6.85,71.2,71.33,84.92,96.78,96.78,97.0,97.02,97.63,97.63,97.08,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,68.99657143,68.99657143,68.99657143,68.99657143,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,68.99657143,68.99657143,68.99657143,68.99657143,68.99657143,68.99657143,45.99771429,3.333333333,3.333333333,3.101817289,3.101817289,3.333333333,3.333333333,5.0,3.333333333,3.333333333,3.892393571,4.383064178,4.59473764,3.333333333,0.505545828,3.832301778,3.839207667,4.561138582,5.0,5.0,4.954107584,4.955118741,4.930070219,5.0,5.0,True,True
export_cap_050,11,True,False,1.5,1,0.8,1,700,3.28,50,10,3.333333333,0.5,0.5,0.5,1,6,0,1,1,0.25,0.25,0.25,3,0,0,0.2,0.2,0.2,12,0.14223361,1010.734384,172.799662,583.1643083,0,0,0,8.19e-12,,80.32634449,1010.734384,172.799662,583.1643083,0.0,0.0,0.0,8.07e-12,,81.99,78.61,78.61,78.61,78.61,78.61,79.74,79.74,77.32,76.0,71.2,71.2,0.05,6.85,71.2,71.33,80.35390947,80.35390947,80.35390947,80.35390947,80.35390947,65.08666667,65.08666667,64.72,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,68.99657143,68.99657143,68.99657143,68.99657143,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,68.99657143,68.99657143,68.99657143,68.99657143,68.99657143,68.99657143,45.99771429,3.333333333,3.333333333,3.333333333,3.333333333,4.476981868,3.333333333,5.0,3.333333333,3.333333333,3.892393571,4.383064178,4.59473764,3.333333333,0.505545828,3.832301778,3.839207667,4.318577734,4.318577734,4.318577734,4.112517699,4.112517699,3.333333333,3.333333333,3.333333333,True,True
export_cap_050,12,True,False,1.5,1,0.8,1,700,3.28,50,10,3.333333333,0.5,0.5,0.5,1,6,0,1,1,0.25,0.25,0.25,3,0,0,0.2,0.2,0.2,13,0.162252665,1319.1565,158.0540666,580.2979693,0,0,0,-2.58e-11,,99.38132453,1317.157503,159.9395921,580.4114414,0.0,0.0,0.0,-5.33e-13,,69.35274406,61.80716057,61.80716057,61.80716057,61.80716057,57.19280791,53.16,57.19280791,61.80716057,61.80716057,71.2,71.2,0.05,6.85,71.2,71.33,84.92,96.78,96.78,97.0,97.02,97.08,97.63,97.08,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,68.99657143,68.99657143,68.99657143,68.99657143,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,68.99657143,68.99657143,68.99657143,68.99657143,68.99657143,68.99657143,45.99771429,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,5.0,3.333333333,3.333333333,3.333333333,4.383064178,4.59473764,3.333333333,0.505545828,3.832301778,3.839207667,4.561138582,5.0,5.0,4.954107584,4.955118741,4.803472843,5.0,5.0,True,True
export_cap_050,13,True,False,1.5,1,0.8,1,700,3.28,50,10,3.333333333,0.5,0.5,0.5,1,6,0,1,1,0.25,0.25,0.25,3,0,0,0.2,0.2,0.2,14,0.148571014,1104.806736,170.1547083,582.5795045,0,0,0,-1.85e-13,,537.4635031,1104.806736,170.1547083,582.5795045,0.0,0.0,0.0,-7.11e-14,,81.99,78.61,78.61,78.61,78.61,78.61,65.08666667,79.74,77.32,76.0,71.2,71.2,0.05,6.85,71.2,71.33,84.92,84.92,84.92,84.92,65.08666667,65.08666667,65.08666667,64.72,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,68.99657143,68.99657143,68.99657143,68.99657143,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,68.99657143,68.99657143,68.99657143,68.99657143,68.99657143,68.99657143,45.99771429,4.045024581,3.333333333,4.286438853,3.883572333,4.165126579,4.024349456,5.0,4.081479781,3.959129881,3.892393571,4.383064178,4.59473764,3.333333333,0.505545828,3.832301778,3.839207667,4.561138582,4.561138582,4.561138582,4.343369238,3.340639337,3.333333333,3.333333333,3.333333333,True,True
export_cap_050,14,True,False,1.5,1,0.8,1,700,3.28,50,10,3.333333333,0.5,0.5,0.5,1,6,0,1,1,0.25,0.25,0.25,3,0,0,0.2,0.2,0.2,15,0.361622334,1429.221764,202.4084768,626.9922354,0,0,0,0.0,,85.05166936,1421.571848,210.5674363,626.4831919,0.0,0.0,0.0,7.12e-11,,61.80716057,61.80716057,61.80716057,64.94215876,64.94215876,64.94215876,53.16,64.94215876,64.94215876,71.2,71.2,71.2,0.05,6.85,57.19280791,65.62962963,65.62962963,65.62962963,65.62962963,64.66666667,64.68,65.08666667,65.08666667,64.72,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,68.99657143,68.99657143,68.99657143,68.99657143,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,68.99657143,68.99657143,68.99657143,68.99657143,68.99657143,68.99657143,45.99771429,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,5.0,3.333333333,3.333333333,3.649716083,4.383064178,4.59473764,3.333333333,0.505545828,3.333333333,3.536391361,3.536391361,3.536391361,3.536391361,3.333333333,3.333333333,3.333333333,3.336713479,3.333333333,True,True
export_cap_050,15,True,False,1.5,1,0.8,1,700,3.28,50,10,3.333333333,0.5,0.5,0.5,1,6,0,1,1,0.25,0.25,0.25,3,0,0,0.2,0.2,0.2,16,0.449046373,1286.77419,153.6198578,575.9010136,0,0,0,2.47e-08,,90.97889924,1282.310275,156.6716398,577.3131471,0.0,0.0,0.0,0.0,,57.19280791,61.80716057,61.80716057,64.94215876,64.94215876,64.94215876,53.16,64.94215876,64.94215876,64.94215876,71.2,71.2,0.05,6.85,71.2,71.33,84.92,96.78,96.78,97.0,97.02,97.08,97.63,97.08,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,68.99657143,68.99657143,68.99657143,68.99657143,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,68.99657143,68.99657143,68.99657143,68.99657143,68.99657143,68.99657143,45.99771429,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,5.0,3.333333333,3.333333333,3.333333333,4.383064178,4.59473764,3.333333333,0.505545828,3.832301778,3.839207667,4.561138582,5.0,5.0,4.954107584,4.955118741,4.902263423,5.0,5.0,True,True
export_cap_050,16,True,False,1.5,1,0.8,1,700,3.28,50,10,3.333333333,0.5,0.5,0.5,1,6,0,1,1,0.25,0.25,0.25,3,0,0,0.2,0.2,0.2,17,0.143590927,993.2964339,164.9445764,578.6380411,0,0,0,1.28e-12,,159.3628664,993.2964339,164.9445764,578.6380411,0.0,0.0,0.0,1.39e-12,,81.99,78.61,78.61,78.61,78.61,78.61,65.08666667,79.74,77.32,76.0,71.2,71.2,0.05,6.85,71.2,71.33,84.92,84.92,84.92,84.92,84.92,65.08666667,65.08666667,65.08666667,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,68.99657143,68.99657143,68.99657143,68.99657143,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,68.99657143,68.99657143,68.99657143,68.99657143,68.99657143,68.99657143,45.99771429,3.333333333,3.333333333,4.29898443,3.333333333,3.333333333,4.280054929,5.0,3.333333333,3.959129881,3.892393571,4.383064178,4.59473764,3.333333333,0.505545828,3.832301778,3.839207667,4.561138582,4.561138582,4.561138582,4.343369238,4.343369238,3.333333333,3.333333333,3.333333333,True,True
export_cap_050,17,True,False,1.5,1,0.8,1,700,3.28,50,10,3.333333333,0.5,0.5,0.5,1,6,0,1,1,0.25,0.25,0.25,3,0,0,0.2,0.2,0.2,18,0.151350498,1177.371502,161.0014978,576.1420643,0,0,0,-1.42e-14,,124.8799493,1177.371502,161.0014978,576.1420643,0.0,0.0,0.0,-1.42e-14,,69.35274406,61.80716057,61.80716057,57.19280791,53.16,57.19280791,53.16,62.6292,77.32,76.0,71.2,71.2,0.05,6.85,71.2,71.33,84.92,96.78,96.78,97.0,97.02,97.08,97.63,97.08,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,68.99657143,68.99657143,68.99657143,68.99657143,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,68.99657143,68.99657143,68.99657143,68.99657143,68.99657143,68.99657143,45.99771429,3.333333333,3.333333333,3.333333333,3.333333333,3.101817289,3.333333333,5.0,3.333333333,3.333333333,3.892393571,4.383064178,4.59473764,3.333333333,0.505545828,3.832301778,3.839207667,4.561138582,5.0,5.0,4.954107584,4.955118741,4.803472843,5.0,5.0,True,True
export_cap_050,18,True,False,1.5,1,0.8,1,700,3.28,50,10,3.333333333,0.5,0.5,0.5,1,6,0,1,1,0.25,0.25,0.25,3,0,0,0.2,0.2,0.2,19,0.152587175,1213.578015,156.779501,579.2374206,0,0,0,-5.34e-11,,95.09692287,1214.002276,156.7180517,578.8746086,0.0,0.0,0.0,8.7e-11,,81.99,78.61,78.61,78.61,78.61,78.61,53.16,64.94215876,64.94215876,64.94215876,71.2,71.2,0.05,6.85,71.2,71.33,84.92,93.18135375,93.18135375,93.18135375,93.18135375,66.4119,66.4119,66.4119,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,68.99657143,68.99657143,68.99657143,68.99657143,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,68.99657143,68.99657143,68.99657143,68.99657143,68.99657143,68.99657143,45.99771429,3.719138863,4.339742332,3.333333333,3.883572333,4.280054929,4.024349456,5.0,3.333333333,3.333333333,3.333333333,4.383064178,4.59473764,3.333333333,0.505545828,3.832301778,3.839207667,4.561138582,5.0,5.0,4.761045192,4.761045192,3.333333333,3.333333333,3.333333333,True,True
export_cap_050,19,True,False,1.5,1,0.8,1,700,3.28,50,10,3.333333333,0.5,0.5,0.5,1,6,0,1,1,0.25,0.25,0.25,3,0,0,0.2,0.2,0.2,20,0.380069256,1321.400841,178.5365635,600.6687363,0,0,0,0.0,,89.12235904,1311.354976,183.9644952,605.2866699,0.0,0.0,0.0,0.0,,69.35274406,63.66657167,61.80716057,64.94215876,64.94215876,64.94215876,53.16,64.94215876,64.94215876,76.0,71.2,71.2,0.05,6.85,71.2,71.33,64.94215876,64.94215876,80.17550465,80.17550465,80.17550465,65.08666667,80.17550465,80.17550465,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,68.99657143,68.99657143,68.99657143,68.99657143,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,68.99657143,68.99657143,68.99657143,68.99657143,68.99657143,68.99657143,45.99771429,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,5.0,3.333333333,3.333333333,3.892393571,4.383064178,4.59473764,3.333333333,0.505545828,3.832301778,3.839207667,3.499871385,3.499871385,4.309100475,4.103497942,4.103497942,3.333333333,3.333333333,3.333333333,True,True
export_cap_050,20,True,False,1.5,1,0.8,1,700,3.28,50,10,3.333333333,0.5,0.5,0.5,1,6,0,1,1,0.25,0.25,0.25,3,0,0,0.2,0.2,0.2,21,0.349452972,1221.777201,147.17503,589.0927842,0,0,0,2.946061622869813,['u2'],67.41562009,1214.598153,152.5490561,590.8978058,0.0,0.0,0.0,1.11e-14,,81.99,67.32697624,61.80716057,53.16,61.80716057,61.80716057,53.16,61.80716057,64.94215876,76.0,71.2,71.2,0.05,6.85,71.2,71.33,84.92,96.78,96.78,97.0,97.02,67.32697624,67.32697624,67.32697624,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,68.99657143,68.99657143,68.99657143,68.99657143,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,68.99657143,68.99657143,68.99657143,68.99657143,68.99657143,68.99657143,45.99771429,3.333333333,3.333333333,3.333333333,3.101817289,3.333333333,3.333333333,5.0,3.333333333,3.333333333,3.892393571,4.383064178,4.59473764,3.333333333,0.505545828,3.832301778,3.839207667,4.561138582,5.0,5.0,4.954107584,4.901205181,3.333333333,3.333333333,3.333333333,False,True
export_cap_050,21,True,False,1.5,1,0.8,1,700,3.28,50,10,3.333333333,0.5,0.5,0.5,1,6,0,1,1,0.25,0.25,0.25,3,0,0,0.2,0.2,0.2,22,0.254689932,1358.349183,193.4967586,623.7167386,0,0,0,0.0,,84.46954131,1349.13025,203.2140544,623.218375,0.0,0.0,0.0,0.0,,65.62962963,65.62962963,65.62962963,62.87974616,64.94215876,64.94215876,53.16,64.94215876,64.94215876,71.2,71.2,71.2,0.05,6.85,65.62962963,65.62962963,65.62962963,64.52,65.62962963,64.66666667,64.68,65.08666667,65.08666667,64.72,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,68.99657143,68.99657143,68.99657143,68.99657143,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,68.99657143,68.99657143,68.99657143,68.99657143,68.99657143,68.99657143,45.99771429,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,5.0,3.333333333,3.333333333,3.649716083,4.383064178,4.59473764,3.333333333,0.505545828,3.536391361,3.536391361,3.536391361,3.477445376,3.536391361,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,True,True
export_cap_050,22,True,False,1.5,1,0.8,1,700,3.28,50,10,3.333333333,0.5,0.5,0.5,1,6,0,1,1,0.25,0.25,0.25,3,0,0,0.2,0.2,0.2,23,0.165980101,1275.811531,186.6598134,611.3403082,0,0,0,0.0,,97.08596587,1266.85186,191.4511344,615.5086587,0.0,0.0,0.0,0.0,,61.80716057,64.94215876,67.32697624,65.69233949,61.80716057,64.94215876,53.16,62.25013042,76.0,76.0,71.2,71.2,0.05,6.85,71.2,71.33,71.33,71.33,71.33,64.66666667,64.68,65.08666667,65.08666667,64.72,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,68.99657143,68.99657143,68.99657143,68.99657143,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,68.99657143,68.99657143,68.99657143,68.99657143,68.99657143,68.99657143,45.99771429,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,5.0,3.333333333,3.333333333,3.892393571,4.383064178,4.59473764,3.333333333,0.505545828,3.832301778,3.839207667,3.839207667,3.839207667,3.839207667,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,True,True
export_cap_050,23,True,False,1.5,1,0.8,1,700,3.28,50,10,3.333333333,0.5,0.5,0.5,1,6,0,1,1,0.25,0.25,0.25,3,0,0,0.2,0.2,0.2,24,0.165018797,904.9273317,162.4287802,582.1898308,0,0,0,-6.89e-13,,99.41508865,901.164153,165.818467,582.5633227,0.0,0.0,0.0,-1.36e-12,,61.80716057,57.19280791,53.16,61.80716057,61.80716057,61.80716057,53.16,61.80716057,61.80716057,61.80716057,71.2,71.2,0.05,6.85,71.2,71.33,84.92,96.78,96.78,97.0,97.02,97.63,97.63,97.08,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,68.99657143,68.99657143,68.99657143,68.99657143,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,68.99657143,68.99657143,68.99657143,68.99657143,68.99657143,68.99657143,45.99771429,3.333333333,3.333333333,3.101817289,3.333333333,3.333333333,3.333333333,5.0,3.333333333,3.333333333,3.333333333,4.383064178,4.59473764,3.333333333,0.505545828,3.832301778,3.839207667,4.561138582,5.0,5.0,4.954107584,4.955118741,3.333333333,5.0,5.0,True,True
export_cap_050,24,True,False,1.5,1,0.8,1,700,3.28,50,10,3.333333333,0.5,0.5,0.5,1,6,0,1,1,0.25,0.25,0.25,3,0,0,0.2,0.2,0.2,25,0.142870903,1006.911583,181.715399,589.5303265,0,0,0,-1.56e-13,,258.6126311,1006.911583,181.715399,589.5303265,0.0,0.0,0.0,-3.84e-13,,81.99,78.61,78.61,78.61,78.61,78.61,79.74,79.74,77.32,76.0,71.2,71.2,0.05,6.85,71.2,71.33,79.90123457,79.90123457,79.90123457,64.72,64.72,65.08666667,65.08666667,64.72,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,68.99657143,68.99657143,68.99657143,68.99657143,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,68.99657143,68.99657143,68.99657143,68.99657143,68.99657143,68.99657143,45.99771429,3.333333333,3.883572333,4.286438853,3.333333333,4.165126579,4.024349456,5.0,3.333333333,3.959129881,3.892393571,4.383064178,4.59473764,3.333333333,0.505545828,3.832301778,3.839207667,4.294530641,4.294530641,4.294530641,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,True,True
export_cap_050,25,True,False,1.5,1,0.8,1,700,3.28,50,10,3.333333333,0.5,0.5,0.5,1,6,0,1,1,0.25,0.25,0.25,3,0,0,0.2,0.2,0.2,26,0.219710588,1076.428272,153.1274565,570.5522308,0,0,0,-1.47e-11,,99.42123055,1072.473683,155.3608419,572.2734348,0.0,0.0,0.0,1.09e-07,,61.80716057,57.19280791,61.80716057,61.80716057,64.94215876,64.94215876,53.16,71.2,77.32,76.0,71.2,71.2,0.05,6.85,71.2,71.33,84.92,96.78,96.78,97.0,97.02,97.02,97.02,97.02,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,68.99657143,68.99657143,68.99657143,68.99657143,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,68.99657143,68.99657143,68.99657143,68.99657143,68.99657143,68.99657143,45.99771429,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,5.0,3.333333333,3.333333333,3.892393571,4.383064178,4.59473764,3.333333333,0.505545828,3.832301778,3.839207667,4.561138582,5.0,5.0,4.954107584,4.955118741,4.865356222,5.0,5.0,True,True
export_cap_050,26,True,False,1.5,1,0.8,1,700,3.28,50,10,3.333333333,0.5,0.5,0.5,1,6,0,1,1,0.25,0.25,0.25,3,0,0,0.2,0.2,0.2,27,0.326995134,1322.310963,143.6358646,568.4580307,0,0,0,6.485227022871612,['u2'],1800.038711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True
export_cap_050,27,True,False,1.5,1,0.8,1,700,3.28,50,10,3.333333333,0.5,0.5,0.5,1,6,0,1,1,0.25,0.25,0.25,3,0,0,0.2,0.2,0.2,28,0.137469053,509.7378655,150.1210917,569.3632443,0,0,0,-4.2e-11,,84.45264792,509.7378655,150.1210917,569.3632443,0.0,0.0,0.0,-4.14e-11,,81.99,78.61,78.61,78.61,78.61,78.61,79.74,79.74,77.32,76.0,71.33,71.33,71.33,71.33,71.33,71.33,84.92,96.78,96.78,97.0,97.02,65.08666667,65.08666667,64.72,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,68.99657143,68.99657143,68.99657143,68.99657143,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,68.99657143,68.99657143,68.99657143,68.99657143,68.99657143,68.99657143,45.99771429,4.195234854,3.333333333,4.165126579,3.333333333,4.165126579,3.333333333,5.0,4.219946734,3.333333333,3.892393571,4.383064178,4.59473764,3.333333333,0.505545828,3.832301778,3.839207667,4.561138582,5.0,5.0,4.954107584,4.955118741,3.333333333,3.333333333,3.333333333,True,True
export_cap_050,28,True,False,1.5,1,0.8,1,700,3.28,50,10,3.333333333,0.5,0.5,0.5,1,6,0,1,1,0.25,0.25,0.25,3,0,0,0.2,0.2,0.2,29,0.914510727,1355.470284,188.2621199,614.9109854,0,0,0,0.0,,83.40991783,1334.249598,201.5826669,622.8111242,0.0,0.0,0.0,0.0,,65.62962963,65.62962963,63.56721703,64.94215876,64.94215876,64.94215876,53.16,62.55734129,67.32697624,76.0,71.2,71.2,0.05,6.85,65.62962963,61.80716057,65.62962963,65.62962963,65.62962963,64.66666667,64.68,65.08666667,65.08666667,64.72,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,68.99657143,68.99657143,68.99657143,68.99657143,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,68.99657143,68.99657143,68.99657143,68.99657143,68.99657143,68.99657143,45.99771429,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,5.0,3.333333333,3.333333333,3.892393571,4.383064178,4.59473764,3.333333333,0.505545828,3.536391361,3.333333333,3.536391361,3.536391361,3.536391361,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,True,True
export_cap_050,29,True,False,1.5,1,0.8,1,700,3.28,50,10,3.333333333,0.5,0.5,0.5,1,6,0,1,1,0.25,0.25,0.25,3,0,0,0.2,0.2,0.2,30,0.156034946,1472.995757,209.2874453,628.4708997,0,0,0,-2.77e-13,,106.1627753,1467.573628,213.0618995,630.1185741,0.0,0.0,0.0,-6.25e-13,,61.80716057,61.80716057,61.80716057,61.80716057,61.80716057,57.672,53.16,57.672,64.94215876,64.94215876,71.2,71.2,0.05,6.85,65.62962963,65.62962963,65.62962963,65.62962963,65.62962963,64.66666667,64.68,65.08666667,65.08666667,64.72,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,68.99657143,68.99657143,68.99657143,68.99657143,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,68.99657143,68.99657143,68.99657143,68.99657143,68.99657143,68.99657143,45.99771429,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,5.0,3.333333333,3.333333333,3.333333333,4.383064178,4.59473764,3.333333333,0.505545828,3.536391361,3.536391361,3.536391361,3.536391361,3.536391361,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,True,True
export_cap_050,30,True,False,1.5,1,0.8,1,700,3.28,50,10,3.333333333,0.5,0.5,0.5,1,6,0,1,1,0.25,0.25,0.25,3,0,0,0.2,0.2,0.2,31,0.147711754,1304.542595,166.0537546,584.6255091,0,0,0,4.26e-14,,124.6124277,1302.609586,167.5085744,585.1036986,0.0,0.0,0.0,-9.52e-13,,61.80716057,61.80716057,61.80716057,57.19280791,57.19280791,53.95104336,53.16,53.95104336,61.80716057,61.80716057,71.2,71.2,0.05,6.85,71.2,71.33,84.92,96.78,96.78,97.0,97.02,97.0,97.0,97.0,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,68.99657143,68.99657143,68.99657143,68.99657143,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,45.99771429,68.99657143,68.99657143,68.99657143,68.99657143,68.99657143,68.99657143,45.99771429,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,5.0,3.333333333,3.333333333,3.333333333,4.383064178,4.59473764,3.333333333,0.505545828,3.832301778,3.839207667,4.561138582,5.0,5.0,4.954107584,4.955118741,3.333333333,5.0,5.0,True,True
