run,day,n_players,mode,converged,c_N,time_s,n_coalitions,range_core,var_core,range_owen,var_owen,range_ratio,var_ratio,max_abs_diff,owen_in_core,owen_worst_excess
baseline_15p,1,15,range,True,-6490.368722491742,576.81,154,1776.6163376303666,3054261.7567398017,1797.9326188670454,3102787.23319137,1.0119982467712247,1.0158877923100362,25.966277269645616,True,-0.36378806604443525
baseline_15p,2,15,range,True,-6310.296466455182,787.32,105,1596.3130369346027,2503131.6859389255,1622.4614760199322,2575534.0014963634,1.01638052091308,1.0289246930012312,26.137619904515986,False,4.198606484270385
baseline_15p,3,15,range,True,-5970.403695304421,387.26,112,1429.710415243062,2130291.074470062,1449.2920491895072,2038993.0853126787,1.0136962238909872,0.9571429509086712,89.73050698461941,False,0.17994103133969475
baseline_15p,4,15,range,True,-6519.808778995119,368.49,107,1743.058217710173,3070225.005152424,1770.3835526210564,3025823.9669289263,1.0156766622211737,0.9855381810294086,75.57456927050828,True,-1.6866218031846074
baseline_15p,5,15,range,True,-6404.785177453455,448.3,126,1704.8749738952774,2837787.5395284123,1753.9292812208478,2949184.7235630807,1.0287729646318238,1.0392549415638002,37.87327956317017,True,-2.7086846416686967
baseline_15p,6,15,range,True,-6889.551069515004,635.67,137,1983.538566520183,3859203.648786127,2026.9469915965167,3969169.7280168366,1.0218843363113868,1.0284945002229406,39.16019897637398,True,-2.000099685033092
baseline_15p,7,15,range,True,-6614.08189186006,789.03,145,1793.8965254427983,3149151.994374793,1861.9313985945882,3338485.240881231,1.037925751115994,1.0601219778672597,60.49360551011068,True,-1.1472754138712844
baseline_15p,8,15,range,True,-6769.954123846326,644.37,145,1943.5464122987514,3664555.5029741474,1947.309699484405,3662915.8574344176,1.0019362991085983,0.999552566323965,20.785790342827113,False,5.746963747094014
baseline_15p,9,15,range,True,-6958.599065936601,490.42,127,2077.162460200844,4182407.0660415217,2077.3794062569877,4171357.221133302,1.0001044434705038,0.9973580178271174,17.550383055365643,False,6.107916642426062
baseline_15p,10,15,range,True,-6039.428277716277,261.57,98,1439.6519704293555,2158512.6921723923,1478.298518863661,2143558.857180622,1.0268443687975364,0.9930721579511675,76.41618671179776,True,-5.699807710204368
baseline_15p,11,15,range,True,-5860.21777892648,617.48,97,1280.507089154578,1777261.8010810656,1308.2202236899595,1719791.9093397576,1.0216423124636338,0.9676638007375444,80.71668785072256,False,0.5502138219135304
baseline_15p,12,15,range,True,-5866.9135991493395,469.14,125,1375.9620141048922,1860718.158876785,1389.1891293739711,1883610.7666417887,1.0096129944965695,1.012303103323731,15.45415827881709,False,6.726774424056202
baseline_15p,13,15,range,True,-6385.197021339606,585.33,100,1652.8269099988788,2712568.826145138,1691.7223864482996,2768478.0632440853,1.0235326979577355,1.020611177331268,48.72252809278538,False,2.3604682898649116
baseline_15p,14,15,range,True,-6033.605806614316,323.57,100,1485.414514840466,2262515.7101865946,1501.2650847027926,2179940.445157381,1.0106708058282499,0.9635028987169315,88.42355923262664,False,6.647890788030054
baseline_15p,15,15,range,True,-6796.803681254044,336.49,126,1955.734274077522,3710523.6868830314,1987.4890226675438,3793910.926333354,1.0162367398326646,1.0224731726535266,23.37436475401887,True,-1.4866658625614946
baseline_15p,16,15,range,True,-6327.564348932816,625.96,114,1590.0244434193787,2494180.4074202455,1659.4736035440062,2661613.5455815927,1.0436780455873218,1.0671295218514385,61.680760255116866,True,-7.7043623007321
baseline_15p,17,15,range,True,-5833.501453766288,522.33,117,1340.0152259126803,1762683.8601072377,1370.5719148643932,1833973.173663632,1.022803240113112,1.0404436184898507,24.379436400942268,False,3.2376468641241445
