run,day,n_players,mode,converged,c_N,time_s,n_coalitions,range_core,var_core,range_owen,var_owen,range_ratio,var_ratio,max_abs_diff,owen_in_core,owen_worst_excess
baseline_15p,18,15,range,True,-6141.804836917543,697.32,122,1473.1554635775478,2182212.2128392486,1518.3158459140489,2245838.783709045,1.0306555441384504,1.029156912648295,38.66737583091867,True,-3.5389134370707325
baseline_15p,19,15,range,True,-6145.360566575302,536.74,125,1557.139315845502,2357733.4267134196,1581.2588915359222,2406678.1757642007,1.0154896709915282,1.0207592378749144,22.764799667957504,False,1.1786050662778962
baseline_15p,20,15,range,True,-6449.020039989853,554.24,125,1734.8266177020964,2950728.8800567114,1769.5954315469903,3009778.4229678423,1.0200416649653137,1.0200118497196518,32.366698257818825,False,2.039988805468056
baseline_15p,21,15,range,True,-6219.370311802138,837.46,181,1586.0601027709968,2526267.6579530626,1586.5035746583223,2440546.9825708317,1.0002796059787085,0.9660682528581761,52.94813102465503,False,8.146206473377788
baseline_15p,22,15,range,True,-6615.268287293781,382.87,116,1839.076712179336,3265027.7080584713,1884.8409187462867,3409306.54581926,1.024884338028901,1.0441891618269248,35.56546682591693,True,-1.9827540335759295
baseline_15p,23,15,range,True,-6488.532697379655,271.05,121,1725.0275818714517,2924451.9001487475,1766.2874695783335,3002465.9108976778,1.0239183930393272,1.0266764554222836,33.49456303746797,False,1.162446879032359
baseline_15p,24,15,range,True,-5717.297162663377,513.27,104,1180.9956296312494,1478274.318521524,1211.5099574150022,1499360.258623707,1.0258377990723646,1.0142638885340793,29.736888473039244,True,-0.7774393107147262
baseline_15p,25,15,range,True,-5887.2516939500365,682.61,110,1390.1428081335234,1957263.9205026317,1401.4004496598022,1914353.9695162822,1.0080981906753839,0.9780765636474155,48.97823688372637,False,6.582863083185657
baseline_15p,26,15,range,True,-5974.341567699685,428.81,102,1391.993623958755,2006388.4864419717,1425.7585156107032,1987440.462550041,1.0242564987876328,0.9905561539951158,49.45174491733712,False,4.195026636518378
baseline_15p,27,15,range,True,-6314.784834370634,693.29,134,1631.724524796111,2682802.2918144106,1648.3294191429395,2630222.042358525,1.0101762853315595,0.9804009972645711,78.48951703666967,False,2.283165342322718
baseline_15p,28,15,range,True,-5045.788436129496,367.48,191,806.4330587967565,804465.1860390089,815.5558481796074,812880.9697641698,1.011312519102903,1.010461339870527,10.900645501422105,False,1.2541908675175364
baseline_15p,29,15,range,True,-6608.9102949738835,331.14,120,1829.4787580604857,3366242.31286656,1869.5164470833347,3358376.0415322357,1.0218847520619998,0.9976631892171702,90.09968138529189,False,0.19225934021233115
baseline_15p,30,15,range,True,-6872.936440755617,612.19,148,2016.9862582244614,4048784.321017868,2019.9501114158722,3942215.185469637,1.001469446397726,0.9736787324049311,86.06688337366165,False,6.459772194541074
baseline_15p,31,15,range,True,-6396.165949835821,603.07,117,1690.9776437619794,2877694.3395323427,1698.3997401195725,2799067.706659634,1.0043892338760203,0.9726772118245587,79.44969678159293,False,8.559894513881773
