method,violation,time,u1,u2,u3,u4,u5,u6,total_cost,total_profit
ip,6.485227119968158,0.23765778541564941,-1277.1179800558914,-64.90557982080296,-433.7361374616066,-45.18851900962591,-80.82050050802593,-134.72189892093957,-2036.4906157768924,2036.4906157768924
lp,-0.0,0.0836334228515625,-1250.0838221429094,-81.27558998738877,-439.864112469275,-56.83132296570113,-73.71386929064346,-134.72189892093957,-2036.490615776857,2036.490615776857
pca,150.44913953296006,0.23765778541564941,-1484.3791815647767,-94.3684692699966,-457.7429592392537,-0.0,-0.0,-0.0,-2036.490610074027,2036.490610074027
chp,-0.0,19.105005502700806,-1249.0510925172478,-77.691313113409,-440.3145118069764,-57.62473706258993,-77.08706235571054,-134.72189892094025,-2036.490615776874,2036.490615776874
rowgen,-0.0,0.9941980838775635,-1333.930047734849,-152.2113074487969,-550.3492605934133,0.0,0.0,0.0,-2036.4906157770592,2036.4906157770592
brute_force,,4.02982759475708,,,,,,,,
