method,violation,time,u1,u2,u3,u4,u5,u6,total_cost,total_profit
ip,-0.0,0.3790922164916992,-1079.4448188712852,-216.7905239581238,-752.0449149921818,-3.510709761683131,-0.13798593521335079,-0.4041656967624476,-2052.33311921525,2052.33311921525
lp,5.2757301880119485,0.08897614479064941,-1050.153824145548,-218.77186519177474,-760.542861305508,-22.32241694044302,-0.13798593521335079,-0.4041656967624476,-2052.3331192152496,2052.3331192152496
pca,233.82212138861837,0.3790922164916992,-785.6720687528065,-277.1676322595658,-989.4926362314841,-0.0,-0.0,-0.0,-2052.3323372438563,2052.3323372438563
chp,-0.0,19.799891710281372,-1072.4506364328959,-217.36650659623956,-754.0740774505967,-7.899747103545224,-0.13798593521198654,-0.40416569676062863,-2052.3331192152496,2052.3331192152496
rowgen,-6.394884621840902e-13,2.9200851917266846,-1086.2445528493326,-215.45341684354605,-750.6343675509792,-5.3290705182007514e-14,0.0,-5.755396159656812e-13,-2052.3323372438585,2052.3323372438585
