scenario,run_id,use_korean_price,use_tou_elec,import_factor,month,hp_cap,els_cap,num_households,nu_cop,c_su_G,c_su_H,base_h2_price_eur,e_E_cap_ratio,e_H_cap_ratio,e_G_cap_ratio,eff_type,segments,peak_penalty_ratio,wind_el_ratio,solar_el_ratio,storage_power_ratio_E,storage_power_ratio_G,storage_power_ratio_H,storage_capacity_ratio_E,storage_capacity_ratio_G,storage_capacity_ratio_H,initial_soc_ratio_E,initial_soc_ratio_G,initial_soc_ratio_H,day,solve_time_ip,profit_ip_u1,profit_ip_u2,profit_ip_u3,profit_ip_u4,profit_ip_u5,profit_ip_u6,profit_ip_u7,profit_ip_u8,profit_ip_u9,profit_ip_u10,profit_ip_u11,profit_ip_u12,profit_ip_u13,profit_ip_u14,profit_ip_u15,profit_ip_u16,profit_ip_u17,profit_ip_u18,profit_ip_u19,profit_ip_u20,profit_ip_u21,profit_ip_u22,profit_ip_u23,profit_ip_u24,profit_ip_u25,profit_ip_u26,profit_ip_u27,profit_ip_u28,profit_ip_u29,profit_ip_u30,violation_ip,blocking_coalition_ip,isimp_ip,solve_time_chp_smooth,solve_time_chp_smooth_total,profit_chp_smooth_u1,profit_chp_smooth_u2,profit_chp_smooth_u3,profit_chp_smooth_u4,profit_chp_smooth_u5,profit_chp_smooth_u6,profit_chp_smooth_u7,profit_chp_smooth_u8,profit_chp_smooth_u9,profit_chp_smooth_u10,profit_chp_smooth_u11,profit_chp_smooth_u12,profit_chp_smooth_u13,profit_chp_smooth_u14,profit_chp_smooth_u15,profit_chp_smooth_u16,profit_chp_smooth_u17,profit_chp_smooth_u18,profit_chp_smooth_u19,profit_chp_smooth_u20,profit_chp_smooth_u21,profit_chp_smooth_u22,profit_chp_smooth_u23,profit_chp_smooth_u24,profit_chp_smooth_u25,profit_chp_smooth_u26,profit_chp_smooth_u27,profit_chp_smooth_u28,profit_chp_smooth_u29,profit_chp_smooth_u30,violation_chp_smooth,blocking_coalition_chp_smooth,isimp_chp_smooth,solve_time_chp,profit_chp_u1,profit_chp_u2,profit_chp_u3,profit_chp_u4,profit_chp_u5,profit_chp_u6,profit_chp_u7,profit_chp_u8,profit_chp_u9,profit_chp_u10,profit_chp_u11,profit_chp_u12,profit_chp_u13,profit_chp_u14,profit_chp_u15,profit_chp_u16,profit_chp_u17,profit_chp_u18,profit_chp_u19,profit_chp_u20,profit_chp_u21,profit_chp_u22,profit_chp_u23,profit_chp_u24,profit_chp_u25,profit_chp_u26,profit_chp_u27,profit_chp_u28,profit_chp_u29,profit_chp_u30,violation_chp,blocking_coalition_chp,isimp_chp,chp_price_electricity_0,chp_price_electricity_1,chp_price_electricity_2,chp_price_electricity_3,chp_price_electricity_4,chp_price_electricity_5,chp_price_electricity_6,chp_price_electricity_7,chp_price_electricity_8,chp_price_electricity_9,chp_price_electricity_10,chp_price_electricity_11,chp_price_electricity_12,chp_price_electricity_13,chp_price_electricity_14,chp_price_electricity_15,chp_price_electricity_16,chp_price_electricity_17,chp_price_electricity_18,chp_price_electricity_19,chp_price_electricity_20,chp_price_electricity_21,chp_price_electricity_22,chp_price_electricity_23,chp_price_heat_0,chp_price_heat_1,chp_price_heat_2,chp_price_heat_3,chp_price_heat_4,chp_price_heat_5,chp_price_heat_6,chp_price_heat_7,chp_price_heat_8,chp_price_heat_9,chp_price_heat_10,chp_price_heat_11,chp_price_heat_12,chp_price_heat_13,chp_price_heat_14,chp_price_heat_15,chp_price_heat_16,chp_price_heat_17,chp_price_heat_18,chp_price_heat_19,chp_price_heat_20,chp_price_heat_21,chp_price_heat_22,chp_price_heat_23,chp_price_hydrogen_0,chp_price_hydrogen_1,chp_price_hydrogen_2,chp_price_hydrogen_3,chp_price_hydrogen_4,chp_price_hydrogen_5,chp_price_hydrogen_6,chp_price_hydrogen_7,chp_price_hydrogen_8,chp_price_hydrogen_9,chp_price_hydrogen_10,chp_price_hydrogen_11,chp_price_hydrogen_12,chp_price_hydrogen_13,chp_price_hydrogen_14,chp_price_hydrogen_15,chp_price_hydrogen_16,chp_price_hydrogen_17,chp_price_hydrogen_18,chp_price_hydrogen_19,chp_price_hydrogen_20,chp_price_hydrogen_21,chp_price_hydrogen_22,chp_price_hydrogen_23
30player_baseline,10,TRUE,FALSE,1.5,1,0.8,1,700,3.28,50,10,3.333333333,1,1,1,1,6,0,1,1,0.25,0.25,0.25,3,3,3,0.2,0.2,0.2,11,3.701270103,1082.760299,61.95556025,474.6516286,128.4730626,151.5072961,282.1403344,360.4011996,68.09841872,478.4120838,610.4724624,39.13328191,97.31154027,174.0993036,363.8977277,298.7628006,834.9197055,417.6830662,71.12156476,24.84192443,478.4120838,205.2474226,58.68861524,-291.8642525,-224.1854357,-377.0800546,78.97716345,-76.65043126,-79.94094642,-197.256777,-199.9719392,2.415510528,"['u2', 'u4', 'u5', 'u7', 'u8', 'u10', 'u17', 'u28', 'u29']",TRUE,36.66144156,40.36271167,1082.760299,67.42510139,474.6516286,128.4730626,144.7537223,282.1403344,360.4011996,73.82310121,478.4120838,615.2913553,39.13328191,97.31154027,167.4121483,363.8977277,298.7628006,834.9197055,417.6830662,73.47342854,29.06695404,478.4120838,209.4724522,58.68861524,-291.8642525,-224.1854357,-377.0800546,74.96487029,-79.99400889,-83.28452405,-199.9316391,-199.9719392,0.371244259,"['u4', 'u5', 'u8', 'u11', 'u12', 'u18', 'u21', 'u22', 'u26', 'u28']",TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30player_baseline,11,TRUE,FALSE,1.5,1,0.8,1,700,3.28,50,10,3.333333333,1,1,1,1,6,0,1,1,0.25,0.25,0.25,3,3,3,0.2,0.2,0.2,12,3.282734156,1097.160202,63.20007178,474.7708939,128.7321392,151.5072961,282.1403344,360.2548206,71.45711757,478.531349,617.6724139,38.98276956,97.57061685,174.0993036,363.9335072,299.0218772,846.5600379,417.6830662,67.51224879,23.84803003,478.531349,205.2474226,58.46284672,-291.7347142,-224.0462519,-376.9246086,78.97716345,-76.65043126,-79.7077775,-197.1435008,-199.9719392,2.751063331,"['u10', 'u13', 'u17', 'u18', 'u19', 'u28', 'u29']",TRUE,40.24513721,43.52787137,1097.160202,67.42510139,474.7708939,128.7321392,144.7537223,282.1403344,360.2548206,73.54222742,478.531349,622.4913068,38.98276956,97.57061685,167.4121483,363.9335072,299.0218772,846.5600379,417.6830662,73.75430233,29.06695404,478.531349,209.4724522,58.46284672,-291.7347142,-224.0462519,-376.9246086,74.96487029,-79.99400889,-83.05135513,-199.8183629,-199.9719392,0.371244259,"['u1', 'u4', 'u5', 'u8', 'u9', 'u14', 'u15', 'u16', 'u18', 'u20', 'u21', 'u22', 'u24', 'u25', 'u26', 'u28', 'u30']",TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30player_baseline,12,TRUE,FALSE,1.5,1,0.8,1,700,3.28,50,10,3.333333333,1,1,1,1,6,0,1,1,0.25,0.25,0.25,3,3,3,0.2,0.2,0.2,13,2.761206865,1411.364189,63.53562458,474.6516286,128.8898767,151.5072961,282.1403344,360.3427009,67.76286592,478.4120838,774.4388547,39.13328191,97.71080473,174.0993036,363.8977277,299.1796147,1097.802818,417.6070178,69.09231312,27.20672888,478.4120838,203.9736617,58.68861524,-291.6733951,-223.8519845,-376.8299661,78.95376393,-76.65043126,-79.56581373,-196.9650071,-199.9719392,3.483677597,"['u1', 'u4', 'u5', 'u6', 'u7', 'u8', 'u9', 'u10', 'u12', 'u13', 'u14', 'u18', 'u20', 'u21', 'u24', 'u25', 'u29', 'u30']",TRUE,43.88689899,46.64810586,1411.364189,67.42510139,474.6516286,128.8898767,144.7537223,282.1403344,360.3427009,73.57963113,478.4120838,779.4870978,39.13328191,97.71080473,167.4121483,363.8977277,299.1796147,1097.802818,417.6070178,73.82310121,29.06695404,478.4120838,209.4432028,58.68861524,-291.6733951,-223.8519845,-376.8299661,74.94147078,-79.99400889,-82.90939136,-199.6398692,-199.9719392,0.300033133,"['u1', 'u4', 'u5', 'u7', 'u8', 'u9', 'u10', 'u12', 'u14', 'u15', 'u18', 'u20', 'u23', 'u25', 'u26', 'u27', 'u30']",TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30player_baseline,13,TRUE,FALSE,1.5,1,0.8,1,700,3.28,50,10,3.333333333,1,1,1,1,6,0,1,1,0.25,0.25,0.25,3,3,3,0.2,0.2,0.2,14,3.338050127,1196.392213,63.20007178,474.8841851,128.9834253,151.5072961,282.1403344,360.1096663,67.84780159,478.6446402,669.3176713,38.83761524,97.82190299,174.0993036,363.9674946,299.2731633,926.0617705,417.6830662,67.76286592,26.02432665,478.6446402,204.3384639,58.24511524,-291.6090712,-223.910877,-376.773837,78.97716345,-76.65043126,-79.48161997,-197.0332545,-199.9719392,3.659680508,"['u8', 'u13', 'u14', 'u16', 'u18', 'u20', 'u21', 'u22', 'u23', 'u28', 'u29', 'u30']",TRUE,33.97141099,37.30946112,1196.392213,67.42510139,474.8841851,128.9834253,144.7537223,282.1403344,360.1096663,73.8117124,478.6446402,672.0585201,38.83761524,97.82190299,167.4121483,363.9674946,299.2731633,926.0617705,417.6830662,73.47150055,29.06695404,478.6446402,209.4724522,58.24511524,-291.6090712,-223.910877,-376.773837,74.96487029,-79.99400889,-82.8251976,-199.7081166,-199.9719392,0.384561049,"['u4', 'u5', 'u7', 'u8', 'u15', 'u16', 'u18', 'u19', 'u20', 'u22', 'u23', 'u26', 'u27']",TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30player_baseline,14,TRUE,FALSE,1.5,1,0.8,1,700,3.28,50,10,3.333333333,1,1,1,1,6,0,1,1,0.25,0.25,0.25,3,3,3,0.2,0.2,0.2,15,4.227075815,1634.171038,62.29111306,474.8662628,128.9444501,151.5072961,282.1403344,360.1261996,68.75676032,478.6267179,885.8422793,38.85828191,97.78292781,174.0993036,363.9621179,299.2341881,1276.268297,417.6830662,71.12156476,23.84803003,478.6267179,205.5829754,58.27611524,-291.6285588,-223.9327095,-376.7972221,78.97716345,-76.65043126,-79.51669763,-197.0511895,-199.9719392,2.444239479,"['u2', 'u5', 'u6', 'u7', 'u8', 'u9', 'u10', 'u11', 'u17', 'u19', 'u24', 'u27', 'u28', 'u29']",TRUE,38.01452208,42.24159789,1634.171038,67.42510139,474.8662628,128.9444501,144.7537223,282.1403344,360.1261996,73.8231012,478.6267179,890.8905224,38.85828191,97.78292781,167.4121483,363.9621179,299.2341881,1276.268297,417.6830662,73.57963113,29.06695404,478.6267179,209.4724522,58.27611524,-291.6285588,-223.9327095,-376.7972221,74.96487029,-79.99400889,-82.86027526,-199.7260516,-199.9719392,0.300033133,"['u4', 'u5', 'u6', 'u7', 'u8', 'u10', 'u11', 'u12', 'u18', 'u20', 'u26', 'u27', 'u30']",TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30player_baseline,15,TRUE,FALSE,1.5,1,0.8,1,700,3.28,50,10,3.333333333,1,1,1,1,6,0,1,1,0.25,0.25,0.25,3,3,3,0.2,0.2,0.2,16,2.730536222,1354.473228,63.20007178,474.6516286,128.4730626,151.5072961,282.1403344,360.4011996,68.75676032,478.4120838,744.7488625,39.13328191,97.31154027,174.0993036,363.8977277,298.7628006,1052.290049,417.6830662,67.76286592,27.54228168,478.4120838,205.5829754,58.68861524,-291.8642525,-224.1854357,-377.0800546,78.97716345,-76.65043126,-79.94094642,-197.256777,-199.9719392,4.020841645,"['u4', 'u8', 'u10', 'u12', 'u13', 'u17', 'u18', 'u27', 'u28']",TRUE,37.74418306,40.47471929,1354.473228,67.09352651,474.6516286,128.4730626,144.7537223,282.1403344,360.4011996,73.8738023,478.4120838,750.9909161,39.13328191,97.31154027,167.4121483,363.8977277,298.7628006,1052.290049,417.6830662,73.91120601,29.06695404,478.4120838,209.4724522,58.68861524,-291.8642525,-224.1854357,-377.0800546,74.96487029,-79.99400889,-83.28452405,-199.9316391,-199.9719392,0.371244259,"['u2', 'u4', 'u5', 'u8', 'u10', 'u12', 'u17', 'u26', 'u28']",TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30player_baseline,16,TRUE,FALSE,1.5,1,0.8,1,700,3.28,50,10,3.333333333,1,1,1,1,6,0,1,1,0.25,0.25,0.25,3,3,3,0.2,0.2,0.2,17,3.2407372,1066.310963,62.54173018,474.8841851,128.9834253,151.5072961,282.1403344,360.1096663,67.51224879,478.6446402,601.912242,38.83761524,97.82190299,174.0993036,363.9674946,299.2731633,821.9967707,417.6830662,71.12156476,25.17747723,478.6446402,205.2474226,58.24511524,-291.6090712,-223.910877,-376.773837,78.97716345,-76.65043126,-79.48161997,-197.0332545,-199.9719392,2.751063331,"['u2', 'u4', 'u8', 'u10', 'u11', 'u12', 'u13', 'u17', 'u22', 'u27', 'u29']",TRUE,32.30936837,35.55010557,1066.310963,67.42510139,474.8841851,128.9834253,144.7537223,282.1403344,360.1096663,73.55983517,478.6446402,606.9604851,38.83761524,97.82190299,167.4121483,363.9674946,299.2731633,821.9967707,417.6830662,73.84289717,29.06695404,478.6446402,209.4724522,58.24511524,-291.6090712,-223.910877,-376.773837,74.96487029,-79.99400889,-82.8251976,-199.7081166,-199.9719392,0.302935416,"['u5', 'u7', 'u8', 'u9', 'u10', 'u11', 'u19', 'u22', 'u23', 'u24', 'u25', 'u26', 'u28', 'u30']",TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30player_baseline,17,TRUE,FALSE,1.5,1,0.8,1,700,3.28,50,10,3.333333333,1,1,1,1,6,0,1,1,0.25,0.25,0.25,3,3,3,0.2,0.2,0.2,18,3.419692755,1259.886948,62.20617738,474.6516286,128.4730626,151.5072961,282.1403344,360.4011996,68.75676032,478.4120838,701.4005916,39.13328191,97.31154027,174.0993036,363.8977277,298.7628006,976.6210251,417.6830662,68.75676032,25.17747723,478.4120838,204.0029111,58.68861524,-291.8642525,-224.1854357,-377.0800546,78.97716345,-76.65043126,-79.94094642,-197.256777,-199.9719392,2.779792282,"['u2', 'u4', 'u5', 'u8', 'u9', 'u13', 'u15', 'u16', 'u17', 'u18', 'u21', 'u25', 'u29']",TRUE,34.85206819,38.27176094,1259.886948,67.09352651,474.6516286,128.4730626,144.7537223,282.1403344,360.4011996,73.91120601,478.4120838,703.85468,39.13328191,97.31154027,167.4121483,363.8977277,298.7628006,976.6210251,417.6830662,73.71689862,29.06695404,478.4120838,209.4724522,58.68861524,-291.8642525,-224.1854357,-377.0800546,74.96487029,-79.99400889,-83.28452405,-199.9316391,-199.9719392,0.371244259,"['u2', 'u4', 'u5', 'u10', 'u12', 'u17', 'u18', 'u26', 'u27']",TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30player_baseline,18,TRUE,FALSE,1.5,1,0.8,1,700,3.28,50,10,3.333333333,1,1,1,1,6,0,1,1,0.25,0.25,0.25,3,3,3,0.2,0.2,0.2,19,3.839147329,1268.370797,62.29111306,474.6516286,128.4730626,151.5072961,282.1403344,360.4011996,69.09231312,478.4120838,702.9421588,39.13328191,97.31154027,174.0993036,363.8977277,298.7628006,983.4081042,417.6830662,71.12156476,24.84192443,478.4120838,204.2535282,58.68861524,-291.8642525,-224.1854357,-377.0800546,78.97716345,-76.65043126,-79.94094642,-197.256777,-199.9719392,2.108686675,"['u2', 'u4', 'u5', 'u8', 'u10', 'u12', 'u13', 'u17', 'u21', 'u29']",TRUE,32.456429,36.29557633,1268.370797,67.42510139,474.6516286,128.4730626,144.7537223,282.1403344,360.4011996,73.86050492,478.4120838,707.9529982,39.13328191,97.31154027,167.4121483,363.8977277,298.7628006,983.4081042,417.6830662,73.91120601,28.73537916,478.4120838,209.4724522,58.68861524,-291.8642525,-224.1854357,-377.0800546,74.96487029,-79.99400889,-83.28452405,-199.9316391,-199.9719392,0.371244259,"['u4', 'u5', 'u7', 'u8', 'u10', 'u12', 'u19', 'u26', 'u28']",TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30player_baseline,19,TRUE,FALSE,1.5,1,0.8,1,700,3.28,50,10,3.333333333,1,1,1,1,6,0,1,1,0.25,0.25,0.25,3,3,3,0.2,0.2,0.2,20,3.743347168,1428.956611,62.20617738,474.6516286,128.4730626,151.5072961,282.1403344,360.4011996,68.75676032,478.4120838,783.2350659,39.13328191,97.31154027,174.0993036,363.8977277,298.7628006,1111.876756,417.6830662,71.45711757,23.5974129,478.4120838,205.5829754,58.68861524,-291.8642525,-224.1854357,-377.0800546,78.97716345,-76.65043126,-79.94094642,-197.256777,-199.9719392,2.779792282,"['u2', 'u4', 'u5', 'u8', 'u10', 'u12', 'u17', 'u19', 'u27', 'u28', 'u29']",TRUE,40.13055849,43.87390566,1428.956611,67.42510139,474.6516286,128.4730626,144.7537223,282.1403344,360.4011996,73.42272745,478.4120838,788.3895116,39.13328191,97.31154027,167.4121483,363.8977277,298.7628006,1111.876756,417.6830662,73.8738023,29.06695404,478.4120838,209.4724522,58.68861524,-291.8642525,-224.1854357,-377.0800546,74.96487029,-79.99400889,-83.28452405,-199.9316391,-199.9719392,0.371244259,"['u4', 'u5', 'u8', 'u11', 'u12', 'u18', 'u21', 'u22', 'u26', 'u27']",TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30player_baseline,20,TRUE,FALSE,1.5,1,0.8,1,700,3.28,50,10,3.333333333,1,1,1,1,6,0,1,1,0.25,0.25,0.25,3,3,3,0.2,0.2,0.2,21,2.639489651,1308.436327,63.20007178,474.6516286,128.4730626,151.5072961,282.1403344,360.4011996,67.84780159,478.4120838,722.9749237,39.13328191,97.31154027,174.0993036,363.8977277,298.7628006,1015.460528,417.6830662,69.09231312,23.84803003,478.4120838,207.6122271,58.68861524,-291.8642525,-224.1854357,-377.0800546,78.97716345,-76.65043126,-79.94094642,-197.256777,-199.9719392,3.305341228,"['u2', 'u4', 'u5', 'u7', 'u8', 'u10', 'u12', 'u13', 'u17', 'u18', 'u19', 'u27', 'u28']",TRUE,40.8134594,43.45294905,1308.436327,67.42510139,474.6516286,128.4730626,144.7537223,282.1403344,360.4011996,73.82310121,478.4120838,728.0231668,39.13328191,97.31154027,167.4121483,363.8977277,298.7628006,1015.460528,417.6830662,73.57963113,29.06695404,478.4120838,209.4724522,58.68861524,-291.8642525,-224.1854357,-377.0800546,74.96487029,-79.99400889,-83.28452405,-199.9316391,-199.9719392,0.300033133,"['u4', 'u5', 'u8', 'u10', 'u12', 'u17', 'u18', 'u26', 'u28']",TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30player_baseline,21,TRUE,FALSE,1.5,1,0.8,1,700,3.28,50,10,3.333333333,1,1,1,1,6,0,1,1,0.25,0.25,0.25,3,3,3,0.2,0.2,0.2,22,2.513259888,1540.335824,65.56487623,474.8841851,128.9834253,151.5072961,282.1403344,360.1096663,69.09231312,478.6446402,837.6801608,38.83761524,97.82190299,174.0993036,363.9674946,299.2731633,1201.216659,417.6830662,68.75676032,23.84803003,478.6446402,205.5829754,58.24511524,-291.6090712,-223.910877,-376.773837,78.97716345,-76.65043126,-79.48161997,-197.0332545,-199.9719392,3.483677596,"['u6', 'u8', 'u10', 'u11', 'u13', 'u17', 'u18', 'u19', 'u20', 'u22', 'u25', 'u27', 'u28', 'u29']",TRUE,35.32939863,37.84265852,1540.335824,67.09352651,474.8841851,128.9834253,144.7537223,282.1403344,360.1096663,73.91120601,478.6446402,843.9355117,38.83761524,97.82190299,167.4121483,363.9674946,299.2731633,1201.216659,417.6830662,73.86050492,29.06695404,478.6446402,209.4724522,58.24511524,-291.6090712,-223.910877,-376.773837,74.96487029,-79.99400889,-82.8251976,-199.7081166,-199.9719392,0.371244259,"['u2', 'u4', 'u5', 'u9', 'u10', 'u11', 'u14', 'u15', 'u16', 'u18', 'u20', 'u22', 'u24', 'u25', 'u26', 'u27', 'u30']",TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30player_baseline,22,TRUE,FALSE,1.5,1,0.8,1,700,3.28,50,10,3.333333333,1,1,1,1,6,0,1,1,0.25,0.25,0.25,3,3,3,0.2,0.2,0.2,23,3.616419554,1442.127581,62.20617738,474.8662628,128.9444501,151.5072961,282.1403344,360.1261996,68.75676032,478.6267179,790.1561037,38.85828191,97.78292781,174.0993036,363.9621179,299.2341881,1122.633532,417.6830662,71.45711757,24.84192443,478.6267179,204.0029111,58.27611524,-291.6285588,-223.9327095,-376.7972221,78.97716345,-76.65043126,-79.51669763,-197.0511895,-199.9719392,2.444239479,"['u2', 'u4', 'u8', 'u9', 'u10', 'u11', 'u13', 'u15', 'u16', 'u17', 'u21', 'u22', 'u25', 'u27', 'u28', 'u29']",TRUE,38.15979528,41.77621484,1442.127581,67.09352651,474.8662628,128.9444501,144.7537223,282.1403344,360.1261996,73.76759971,478.6267179,794.9749966,38.85828191,97.78292781,167.4121483,363.9621179,299.2341881,1122.633532,417.6830662,73.86050492,29.06695404,478.6267179,209.4724522,58.27611524,-291.6285588,-223.9327095,-376.7972221,74.96487029,-79.99400889,-82.86027526,-199.7260516,-199.9719392,0.371244259,"['u2', 'u4', 'u5', 'u7', 'u8', 'u11', 'u12', 'u18', 'u22', 'u26', 'u27']",TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30player_baseline,23,TRUE,FALSE,1.5,1,0.8,1,700,3.28,50,10,3.333333333,1,1,1,1,6,0,1,1,0.25,0.25,0.25,3,3,3,0.2,0.2,0.2,24,2.959985495,1000.743096,62.20617738,474.6516286,128.4730626,151.5072961,282.1403344,360.4011996,71.12156476,478.4120838,569.4638613,39.13328191,97.31154027,174.0993036,363.8977277,298.7628006,769.3059438,417.6830662,67.51224879,24.84192443,478.4120838,205.5829754,58.68861524,-291.8642525,-224.1854357,-377.0800546,78.97716345,-76.65043126,-79.94094642,-197.256777,-199.9719392,2.751063331,"['u2', 'u4', 'u10', 'u12', 'u13', 'u17', 'u18', 'u27', 'u29']",TRUE,33.51636147,36.47634697,1000.743096,67.09352651,474.6516286,128.4730626,144.7537223,282.1403344,360.4011996,73.86050492,478.4120838,574.2453505,39.13328191,97.31154027,167.4121483,363.8977277,298.7628006,769.3059438,417.6830662,73.80500342,29.06695404,478.4120838,209.4724522,58.68861524,-291.8642525,-224.1854357,-377.0800546,74.96487029,-79.99400889,-83.28452405,-199.9316391,-199.9719392,0.333840547,"['u1', 'u2', 'u4', 'u5', 'u7', 'u8', 'u9', 'u12', 'u15', 'u18', 'u26', 'u27', 'u30']",TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30player_baseline,24,TRUE,FALSE,1.5,1,0.8,1,700,3.28,50,10,3.333333333,1,1,1,1,6,0,1,1,0.25,0.25,0.25,3,3,3,0.2,0.2,0.2,25,3.716133118,1119.864295,63.20007178,474.8841851,128.9834253,151.5072961,282.1403344,360.1096663,69.09231312,478.6446402,627.6950132,38.83761524,97.82190299,174.0993036,363.9674946,299.2731633,864.8394357,417.6830662,71.45711757,24.84192443,478.6446402,204.0029111,58.24511524,-291.6090712,-223.910877,-376.773837,78.97716345,-76.65043126,-79.48161997,-197.0332545,-199.9719392,2.751063331,"['u4', 'u7', 'u8', 'u10', 'u11', 'u13', 'u21', 'u28', 'u29']",TRUE,34.42137909,38.13751221,1119.864295,67.42510139,474.8841851,128.9834253,144.7537223,282.1403344,360.1096663,73.49152633,478.6446402,633.7371507,38.83761524,97.82190299,167.4121483,363.9674946,299.2731633,864.8394357,417.6830662,73.91120601,29.06695404,478.6446402,209.4724522,58.24511524,-291.6090712,-223.910877,-376.773837,74.96487029,-79.99400889,-82.8251976,-199.7081166,-199.9719392,0.371244259,"['u4', 'u5', 'u7', 'u8', 'u10', 'u11', 'u12', 'u21', 'u22', 'u26', 'u28']",TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30player_baseline,25,TRUE,FALSE,1.5,1,0.8,1,700,3.28,50,10,3.333333333,1,1,1,1,6,0,1,1,0.25,0.25,0.25,3,3,3,0.2,0.2,0.2,26,3.499721289,1135.135518,65.90042903,474.6516286,128.4730626,151.5072961,282.1403344,360.4011996,68.75676032,478.4120838,635.3306248,39.13328191,97.31154027,174.0993036,363.8977277,298.7628006,876.8198809,417.6830662,67.51224879,25.17747723,478.4120838,205.2474226,58.68861524,-291.8642525,-224.1854357,-377.0800546,78.97716345,-76.65043126,-79.94094642,-197.256777,-199.9719392,4.020841645,"['u4', 'u5', 'u6', 'u8', 'u9', 'u10', 'u11', 'u12', 'u16', 'u18', 'u23', 'u27', 'u28']",TRUE,37.43032622,40.93004751,1135.135518,67.42510139,474.6516286,128.4730626,144.7537223,282.1403344,360.4011996,73.8738023,478.4120838,641.0411875,39.13328191,97.31154027,167.4121483,363.8977277,298.7628006,876.8198809,417.6830662,73.86050492,29.06695404,478.4120838,209.4724522,58.68861524,-291.8642525,-224.1854357,-377.0800546,74.96487029,-79.99400889,-83.28452405,-199.9316391,-199.9719392,0.333840547,"['u2', 'u4', 'u5', 'u10', 'u17', 'u18', 'u26', 'u28']",TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
