scenario,run_id,use_korean_price,use_tou_elec,import_factor,month,hp_cap,els_cap,num_households,nu_cop,c_su_G,c_su_H,base_h2_price_eur,e_E_cap_ratio,e_H_cap_ratio,e_G_cap_ratio,eff_type,segments,peak_penalty_ratio,wind_el_ratio,solar_el_ratio,storage_power_ratio_E,storage_power_ratio_G,storage_power_ratio_H,storage_capacity_ratio_E,storage_capacity_ratio_G,storage_capacity_ratio_H,initial_soc_ratio_E,initial_soc_ratio_G,initial_soc_ratio_H,day,solve_time_ip,profit_ip_u1,profit_ip_u2,profit_ip_u3,profit_ip_u4,profit_ip_u5,profit_ip_u6,profit_pca_u1,profit_pca_u2,profit_pca_u3,profit_pca_u4,profit_pca_u5,profit_pca_u6,violation_ip,blocking_coalition_ip,isimp_ip,violation_pca,blocking_coalition_pca,isimp_pca,solve_time_chp_smooth,solve_time_chp_smooth_total,profit_chp_smooth_u1,profit_chp_smooth_u2,profit_chp_smooth_u3,profit_chp_smooth_u4,profit_chp_smooth_u5,profit_chp_smooth_u6,violation_chp_smooth,blocking_coalition_chp_smooth,isimp_chp_smooth,solve_time_lp,profit_lp_u1,profit_lp_u2,profit_lp_u3,profit_lp_u4,profit_lp_u5,profit_lp_u6,violation_lp,blocking_coalition_lp,isimp_lp
baseline,0,True,False,1.5,1,0.8,1,700,3.28,50.0,10.0,3.3333333333333335,1.0,1.0,1.0,1,6,0.0,1.0,1.0,0.25,0.25,0.25,3.0,0.0,0.0,0.2,0.2,0.2,1,0.5324132442474365,1162.9994278172776,27.15582693255169,492.43633728222994,167.80692939258586,118.07072090547013,134.72189892093968,1624.432697407899,7.197737851951488,471.5607059912038,0.0,0.0,0.0,2.1332308321482216,"['u1', 'u2', 'u4', 'u5']",True,158.00894398265115,"['u2', 'u3', 'u4', 'u5', 'u6']",True,9.445832967758179,9.978246212005615,1199.6156007890177,28.33018867356651,480.25938438916285,144.90916248575184,115.35490599261698,134.72189892093934,3.8789714885976946e-13,,True,0.008521080017089844,1325.8573949046827,60.9702265574578,574.3559384958653,79.53478277390525,100.3321000011365,167.2653762436454,-8.739675649849232e-13,,True
