method,violation,time,u1,u2,u3,u4,u5,u6,total_cost,total_profit
ip,10.444329971927786,0.5047547817230225,-1506.9938227159312,-62.002966244469405,-564.0425186015705,-105.3341398040975,-79.76401123240055,-67.72431805870872,-2385.8617766571783,2385.8617766571783
lp,,,,,,,,,0.0,0.0
pca,192.7043833278668,0.5047547817230225,-1825.249024233637,-95.82153994220873,-464.7912124813313,-0.0,-0.0,-0.0,-2385.861776657177,2385.861776657177
chp,3.587035152414913,15.096927881240845,-1482.700521891598,-73.3211142455126,-569.1265744585985,-117.68608995191221,-75.30315805086963,-67.72431805868655,-2385.861776657178,2385.861776657178
rowgen,-0.0,2.3895859718322754,-1632.5446409057695,-152.21130744879656,-601.1058283026119,0.0,0.0,0.0,-2385.861776657178,2385.861776657178
brute_force,,3.6396889686584473,,,,,,,,
