method,violation,time,u1,u2,u3,u4,u5,u6,total_cost,total_profit
ip,-0.0,0.5810472965240479,-1103.5207756345144,-218.52118835129767,-753.2142931723016,-5.834388938757229,-0.33669999999989386,-0.4041656967624476,-2081.831511793633,2081.831511793633
lp,4.206050158367134,0.09098029136657715,-1069.026063533532,-225.47016535502183,-761.7857010111245,-24.80871619719244,-0.33669999999989386,-0.4041656967624476,-2081.831511793633,2081.831511793633
pca,245.73170282232286,0.5810472965240479,-796.9646046455557,-281.15138777294186,-1003.7147036240449,-0.0,-0.0,-0.0,-2081.8306960425425,2081.8306960425425
chp,-0.0,26.674113512039185,-1095.0325882227967,-220.23113795036932,-755.3234777889221,-10.50344213477564,-0.3367000000055782,-0.40416569676381187,-2081.831511793633,2081.831511793633
rowgen,-6.394884621840902e-13,4.405344247817993,-1115.742911648018,-215.45341684354617,-750.6343675509792,-5.3290705182007514e-14,0.0,-5.755396159656812e-13,-2081.830696042544,2081.830696042544
