method,violation,time,u1,u2,u3,u4,u5,u6,total_cost,total_profit
ip,-0.0,0.17619776725769043,-1081.0270426620139,-226.23283725269215,-760.464223659208,-22.181090249462443,-0.33669999999989386,-0.4041656967625613,-2090.646059520139,2090.646059520139
lp,-0.0,0.09152412414550781,-1081.0270426620134,-226.23283725269232,-760.4642236592081,-22.18109024946267,-0.33669999999989386,-0.4041656967625613,-2090.646059520139,2090.646059520139
pca,245.82178396683844,0.17619776725769043,-800.3389820900513,-282.3417930881332,-1007.964468590864,-0.0,-0.0,-0.0,-2090.6452437690486,2090.6452437690486
chp,-0.0,34.88490128517151,-1081.0270426620052,-226.23283725269317,-760.4642236592281,-22.18109024946648,-0.3367000000017697,-0.40416569674425773,-2090.6460595201384,2090.6460595201384
rowgen,1.0449703324866277e-08,3.2369205951690674,-1124.557459374527,-215.45341684354594,-750.6343675509792,-5.3290705182007514e-14,0.0,-5.755396159656812e-13,-2090.6452437690527,2090.6452437690527
