run,day,n_players,num_households,base_h2_price_eur,import_factor,pi_res,pi_peak,v_mip,v_chp,gap,eps_bound,time_mip_s,time_cg_s,r_sym,reserve_revenue,pool_standalone_sum,pool_gain_abs,pool_gain_ratio,mech_no_pooling,mech_time_only,mech_full,mech_gain_time,mech_gain_direction,mech_share_direction,n_binding_up,n_binding_dn,settlement_imbalance,stab_method,stab_excess_sigma,stab_holds_sigma,stab_excess_owen,stab_holds_owen,stab_eps_lr,stab_worst_S_size,stab_time_s,peak_value,peak_cost,sum_individual_peaks,coincidence_factor,peak_netting_saving,schema_checks
peak_200_6p,1,6,700,3.333333333333333,1.5,56.0,200.0,-2147.85188614597,-2154.220790184727,-6.368904038756227,1.0614840064593711,0.14,16.37,0.1425,191.52,0.1425,0.0,1.0,0.0,0.0,0.1425,0.0,0.1425,1.0,24,23,1.0598013171371008,dinkelbach,-0.0,True,1.0614840064593736,True,1.0614840064593711,1,0.38,0.2500780699071573,50.01561398143146,0.9821538689659997,0.2546220890729032,0.7320757990588423,ok
peak_200_6p,2,6,700,3.333333333333333,1.5,56.0,200.0,-2086.818232546423,-2095.648849920337,-8.83061737391381,1.4717695623189684,0.17,17.05,0.1425,191.52,0.1425,0.0,1.0,0.0,0.0,0.1425,0.0,0.1425,1.0,24,24,1.9610979506978765e-12,dinkelbach,-0.0,True,-0.0,True,1.4717695623189684,0,1.11,0.1992993704665422,39.85987409330845,1.0104586925664627,0.1972365341925477,0.8111593220999205,ok
peak_200_6p,3,6,700,3.333333333333333,1.5,56.0,200.0,-1856.9821022152616,-1862.2667614911672,-5.284659275905369,0.8807765459842282,0.14,16.41,0.1425,191.52,0.1425,0.0,1.0,0.0,0.0570579887348393,0.1425,0.0570579887348393,0.0854420112651606,0.5995930615098994,23,23,0.0,dinkelbach,-0.0,True,0.8807765459842258,True,0.8807765459842282,1,0.42,0.4010316581776539,80.20633163553079,1.0438638788278285,0.3841800318140895,0.6428322206501744,ok
peak_200_6p,4,6,700,3.333333333333333,1.5,56.0,200.0,-2141.4262818492502,-2149.5574177188805,-8.13113586963027,1.355189311605045,0.31,15.51,0.1425,191.52,0.1425,0.0,1.0,0.0,0.0,0.1425,0.0,0.1425,1.0,24,24,5.400124791776761e-13,dinkelbach,-0.0,True,-0.0,True,1.355189311605045,0,1.14,0.3517111864597623,70.34223729195246,1.0104586925664627,0.3480708207541384,0.6587475061067004,ok
peak_200_6p,5,6,700,3.333333333333333,1.5,56.0,200.0,-2107.4148129268297,-2112.365412228356,-4.950599301526381,0.8250998835877302,0.16,15.33,0.1425,191.52,0.1425,0.0,1.0,0.0,0.0101929366973596,0.1425,0.0101929366973596,0.1323070633026403,0.9284706196676517,23,24,0.0,dinkelbach,-0.0,True,0.8250998835877326,True,0.8250998835877302,1,0.36,0.2654077482788773,53.08154965577548,1.007237726479905,0.2635006029871662,0.7418299782010277,ok
peak_200_6p,6,6,700,3.333333333333333,1.5,56.0,200.0,-2380.4188050777284,-2387.830201549275,-7.411396471546595,1.2352327452577658,0.13,16.35,0.1425,191.52,0.1425,0.0,1.0,0.0,0.0,0.1425,0.0,0.1425,1.0,24,23,3.1263880373444413e-13,dinkelbach,-0.0,True,-2.295053036505124e-12,True,1.2352327452577658,0,1.02,0.1464059316111113,29.28118632222227,1.0104586925664627,0.1448905657283773,0.8640527609553513,ok
peak_200_6p,7,6,700,3.333333333333333,1.5,56.0,200.0,-2278.8885935601347,-2289.0754746167554,-10.186881056620678,1.6978135094367797,0.51,15.24,0.1425,191.52,0.1425,0.0,1.0,0.0,0.0,0.1425,0.0,0.1425,1.0,24,24,0.0,dinkelbach,-0.0,True,-0.0,True,1.6978135094367797,0,0.76,0.061165283709649,12.233056741929804,1.010458692566463,0.0605321960804705,0.949293408856814,ok
peak_200_6p,8,6,700,3.333333333333333,1.5,56.0,200.0,-2378.3863258569795,-2384.954780017252,-6.568454160272268,1.0947423600453778,0.7,18.57,0.1425,191.52,0.1425,0.0,1.0,0.0,0.0,0.1424999999999997,0.0,0.1424999999999997,1.0,24,24,3.1263880373444413e-13,dinkelbach,-0.0,True,1.0947423600453805,True,1.0947423600453778,1,1.15,0.0105510696048991,2.11021392097982,0.5681538689659998,0.0185707960135892,0.5576027993611008,ok
peak_200_6p,9,6,700,3.333333333333333,1.5,56.0,200.0,-2430.4493671269647,-2437.015113657008,-6.565746530043271,1.094291088340545,0.14,18.55,0.1425,191.52,0.1425,0.0,1.0,0.0,0.0,0.1425,0.0,0.1425,1.0,24,24,5.684341886080803e-14,dinkelbach,-0.0,True,-0.0,True,1.094291088340545,0,1.32,0.0452554604679943,9.051092093598864,0.9821538689659997,0.0460777703962402,0.9368984084980052,ok
peak_200_6p,10,6,700,3.333333333333333,1.5,56.0,200.0,-1773.7523491203194,-1781.8113433971134,-8.05899427679401,1.3431657127990018,0.12,18.27,0.1425,191.52,0.1425,0.0,1.0,0.0,0.0,0.1425,0.0,0.1425,1.0,24,23,1.3926637620897964e-12,dinkelbach,-0.0,True,-0.0,True,1.3431657127990018,0,0.59,0.816748737499573,163.3497474999146,1.0227789558733047,0.7985584106999818,0.2060302183737317,ok
peak_200_6p,11,6,700,3.333333333333333,1.5,56.0,200.0,-1708.262086844256,-1715.1255840696506,-6.863497225394667,1.1439162042324444,0.15,16.68,0.1425,191.52,0.1425,0.0,1.0,0.0,0.0,0.1425,0.0,0.1425,1.0,23,24,5.542233338928781e-12,dinkelbach,-0.0,True,-0.0,True,1.1439162042324444,0,1.39,0.6479732766343531,129.59465532687062,1.0997315984204383,0.5892103833017502,0.4517583217860854,ok
peak_200_6p,12,6,700,3.333333333333333,1.5,56.0,200.0,-1782.9105553440345,-1787.8739963955388,-4.963441051504333,0.8272401752507221,0.13,14.95,0.1425,191.52,0.1425,0.0,1.0,0.0,0.0919124999999999,0.1425,0.0919124999999999,0.0505875,0.3550000000000002,24,23,8.526512829121202e-14,dinkelbach,-0.0,True,0.8272401752507221,True,0.8272401752507221,1,0.4,0.4545795058270742,90.91590116541484,1.026950758987448,0.4426497588601815,0.5723712531603737,ok
peak_200_6p,13,6,700,3.333333333333333,1.5,56.0,200.0,-2108.559569122417,-2118.422776703509,-9.863207581091956,1.6438679301819927,0.56,14.61,0.1425,191.52,0.1425,0.0,1.0,0.0,0.0,0.1425,0.0,0.1425,1.0,24,23,0.1949190492126717,dinkelbach,-0.0,True,-0.0,True,1.6438679301819927,0,1.68,0.2033198186884263,40.66396373768527,0.9970275542490232,0.2039259775940395,0.793707735560597,ok
peak_200_6p,14,6,700,3.333333333333333,1.5,56.0,200.0,-1843.744309517095,-1849.826015563776,-6.0817060466808925,1.0136176744468155,0.19,15.47,0.1425,191.52,0.1425,0.0,1.0,0.0,0.0242540665647945,0.1425,0.0242540665647945,0.1182459334352054,0.8297960241067046,24,23,2.842170943040401e-13,dinkelbach,-0.0,True,1.013617674446813,True,1.0136176744468155,1,0.39,0.5396066974769246,107.92133949538491,0.9821538689659997,0.5494115683167,0.4425471714890751,ok
peak_200_6p,15,6,700,3.333333333333333,1.5,56.0,200.0,-2353.9854582626763,-2358.9535243852324,-4.968066122556138,0.828011020426023,1.27,18.77,0.1425,191.52,0.1425,0.0,1.0,0.0,0.0,0.1425,0.0,0.1425,1.0,24,23,0.0846215796133549,dinkelbach,-0.0,True,-0.0,True,0.828011020426023,0,0.67,0.0271558351215611,5.431167024312223,1.0104586925664627,0.0268747602661401,0.9833028574449016,ok
peak_200_6p,16,6,700,3.333333333333333,1.5,56.0,200.0,-2077.7555785231903,-2088.9935219462764,-11.237943423086108,1.8729905705143512,0.36,14.47,0.1425,191.52,0.1425,0.0,1.0,0.0,0.0,0.1425,0.0,0.1425,1.0,18,24,0.0,dinkelbach,-0.0,True,-0.0,True,1.8729905705143512,0,1.17,0.2139990655630788,42.79981311261577,0.4091210167825911,0.5230703307447023,0.1951219512195122,ok
peak_200_6p,17,6,700,3.333333333333333,1.5,56.0,200.0,-1697.1487511890368,-1702.8226276873115,-5.673876498274694,0.9456460830457823,0.13,15.14,0.1425,191.52,0.1425,0.0,1.0,0.0,0.0919124999999999,0.1425,0.0919124999999999,0.0505875,0.3550000000000002,24,23,2.8421709430404014e-14,dinkelbach,-0.0,True,0.94564608304578,True,0.9456460830457823,1,0.41,0.6230446568824588,124.60893137649175,0.9986459353869848,0.6238894435003363,0.375601278504526,ok
peak_200_6p,18,6,700,3.333333333333333,1.5,56.0,200.0,-1940.3753163770773,-1947.5039166336323,-7.128600256554819,1.1881000427591364,0.37,14.69,0.1425,191.52,0.1425,0.0,1.0,0.0,0.0,0.1425,0.0,0.1425,1.0,24,24,2.8421709430404014e-14,dinkelbach,-0.0,True,-0.0,True,1.1881000427591364,0,0.77,0.3967155719424669,79.34311438849339,1.0441423467624422,0.3799439541673196,0.6474267748199753,ok
peak_200_6p,19,6,700,3.333333333333333,1.5,56.0,200.0,-2022.436066967431,-2026.940939285844,-4.504872318412936,0.7508120530688226,0.14,16.53,0.1425,191.52,0.1425,0.0,1.0,0.0,0.0505875,0.1425,0.0505875,0.0919124999999999,0.6449999999999998,24,24,5.684341886080803e-14,dinkelbach,-0.0,True,0.7508120530688203,True,0.7508120530688226,1,0.77,0.2289167235847123,45.78334471694247,1.0104586925664627,0.2265473346597544,0.7815419689817503,ok
peak_200_6p,20,6,700,3.333333333333333,1.5,56.0,200.0,-2134.6770284848053,-2141.778267546775,-7.101239061969864,1.183539843661644,0.32,16.27,0.1425,191.52,0.1425,0.0,1.0,0.0,0.0,0.1424999999999978,0.0,0.1424999999999978,1.0,24,23,0.5694710068558493,dinkelbach,-0.0,True,1.1835398436611229,True,1.183539843661644,1,0.42,0.2883638675610735,57.672773512214704,0.9821538689659997,0.2936035550770264,0.6937900014049261,ok
peak_200_6p,21,6,700,3.333333333333333,1.5,56.0,200.0,-1954.535772219832,-1967.192551439624,-12.656779219791815,2.109463203298636,1.09,15.92,0.1425,191.52,0.1425,0.0,1.0,0.0,0.0,0.1424999999999999,0.0,0.1424999999999999,1.0,24,24,0.0,dinkelbach,-0.0,True,1.5254596885269294,True,2.109463203298636,1,2.41,0.4929562572537167,98.59125145074334,1.0040401236395915,0.4909726669754757,0.511083866385875,ok
