time,electricity,heat,hydro
0,37.36401428571429,68.99657142857143,0.0
1,35.8237,68.99657142857143,0.0
2,35.8237,68.99657142857143,0.0
3,35.8237,68.99657142857143,0.0
4,35.8237,68.99657142857143,0.0
5,35.8237,68.99657142857143,0.0
6,50.04577374286773,69.065568,0.0
7,36.338657142857144,69.065568,0.0
8,35.23582857142857,69.065568,0.0
9,54.28571428571429,69.065568,3.3333333333333335
10,54.2857142857143,68.99657142857143,3.3333333333333335
11,54.2857142857143,68.99657142857143,3.3333333333333335
12,0.0,68.99657142857143,3.3333333333333335
13,5.5485,68.99657142857143,3.3333333333333335
14,57.672,68.99657142857143,3.3333333333333335
15,57.7773,68.99657142857143,3.3333333333333335
16,61.807160566243475,68.99657142857143,3.3333333333333335
17,61.807160566243475,69.065568,3.3333333333333335
18,61.807160566243475,69.065568,3.3333333333333335
19,61.807160566243475,69.065568,3.3333333333333335
20,61.807160566243475,69.065568,3.3333333333333335
21,61.807160566243475,69.065568,0.0
22,61.807160566243475,69.065568,0.0
23,44.240742857142855,68.99657142857143,0.0
