run,day,n_players,converged,vstar_is_lower_bound,cost_of_stability_vstar,weak_eps,time_rowgen_s,n_coalitions
baseline_30p,1,30,False,True,1.7621459846850485e-12,5.873819948950162e-14,3603.97,146
baseline_30p,2,30,False,True,-2.5579538487363607e-13,-8.526512829121202e-15,3604.44,125
baseline_30p,3,30,False,True,-5.684341886080802e-14,-1.8947806286936005e-15,3623.18,143
baseline_30p,4,30,False,True,5.684341886080802e-14,1.8947806286936005e-15,3602.06,155
baseline_30p,5,30,False,True,1.8189894035458565e-12,6.063298011819522e-14,3602.92,141
baseline_30p,6,30,False,True,2.2737367544323206e-13,7.579122514774402e-15,3605.91,135
baseline_30p,7,30,False,True,-3.979039320256561e-13,-1.3263464400855204e-14,3603.26,128
baseline_30p,8,30,False,True,1.4210854715202004e-13,4.736951571734001e-15,3614.21,148
baseline_30p,9,30,False,True,-2.6147972675971687e-12,-8.715990891990563e-14,3604.28,115
baseline_30p,10,30,False,True,0.5984068502248192,0.019946895007493973,3604.16,166
baseline_30p,11,30,False,True,-1.1368683772161603e-13,-3.789561257387201e-15,3605.65,91
baseline_30p,12,30,False,True,-6.821210263296962e-13,-2.2737367544323207e-14,3606.54,153
baseline_30p,13,30,False,True,-7.958078640513122e-13,-2.6526928801710407e-14,3603.91,105
baseline_30p,14,30,False,True,1.4210854715202004e-12,4.7369515717340014e-14,3607.36,144
baseline_30p,15,30,False,True,-8.810729923425242e-13,-2.936909974475081e-14,3604.32,126
baseline_30p,16,30,False,True,-6.821210263296962e-13,-2.2737367544323207e-14,3605.92,137
baseline_30p,17,30,False,True,1.3073986337985843e-12,4.3579954459952814e-14,3605.13,116
baseline_30p,18,30,False,True,-1.7053025658242404e-13,-5.684341886080802e-15,3873.6,50
baseline_30p,19,30,False,True,-2.1032064978498966e-12,-7.010688326166322e-14,3603.54,136
baseline_30p,20,30,False,True,-8.242295734817162e-13,-2.7474319116057207e-14,3604.51,137
baseline_30p,21,30,False,True,-6.536993168992922e-13,-2.1789977229976407e-14,3601.62,127
baseline_30p,22,30,False,True,2.5579538487363607e-13,8.526512829121202e-15,3602.35,163
baseline_30p,23,30,False,True,2.069144786114066,0.06897149287046886,3606.84,108
baseline_30p,24,30,False,True,-1.4210854715202004e-12,-4.7369515717340014e-14,3604.99,194
baseline_30p,25,30,False,True,3.410605131648481e-13,1.1368683772161604e-14,3601.93,89
baseline_30p,26,30,False,True,-3.694822225952521e-13,-1.2316074086508404e-14,3606.46,140
baseline_30p,27,30,False,True,3.410605131648481e-13,1.1368683772161604e-14,3611.69,119
baseline_30p,28,30,False,True,5.684341886080801e-13,1.8947806286936004e-14,3606.32,168
baseline_30p,29,30,False,True,1.5061407081097968,0.05020469027032656,3609.31,128
baseline_30p,30,30,False,True,1.3073986337985843e-12,4.3579954459952814e-14,3601.75,110
baseline_30p,31,30,False,True,2.2737367544323206e-13,7.579122514774402e-15,3608.68,132
