run,day,n_players,num_households,base_h2_price_eur,import_factor,pi_res,pi_peak,v_mip,v_chp,gap,eps_bound,time_mip_s,time_cg_s,r_sym,reserve_revenue,pool_standalone_sum,pool_gain_abs,pool_gain_ratio,mech_no_pooling,mech_time_only,mech_full,mech_gain_time,mech_gain_direction,mech_share_direction,n_binding_up,n_binding_dn,settlement_imbalance,stab_method,stab_excess_sigma,stab_holds_sigma,stab_excess_owen,stab_holds_owen,stab_eps_lr,stab_worst_S_size,stab_time_s,peak_value,peak_cost,sum_individual_peaks,coincidence_factor,peak_netting_saving,schema_checks,converged,vstar_is_lower_bound,cost_of_stability_vstar,weak_eps,time_rowgen_s,n_coalitions
baseline_30p,1,30,700,3.333333333333333,1.5,56.0,150.0,-6915.024987846491,-6919.796905615549,-4.771917769057836,0.1590639256352612,9.98,59.83,0.8414068747261321,1130.8508396319214,0.8414068747261321,0.0,1.0,0.0,0.3584800454578392,0.8414068747261321,0.3584800454578392,0.4829268292682928,0.5739516086381868,16,13,1.1368683772161605e-12,dinkelbach,-0.0,True,0.1590639256352612,True,0.1590639256352612,2,356.17,1.7385754669105773,260.7863200365866,6.163770581704308,0.2820636238589292,4.4251951147937305,ok,False,True,1.1652900866465645e-12,3.884300288821881e-14,3688.51,70
baseline_30p,2,30,700,3.333333333333333,1.5,56.0,150.0,-6717.046124830189,-6722.440476246915,-5.39435141672584,0.1798117138908613,9.0,59.05,0.8414068747261321,1130.8508396319214,0.8414068747261321,0.0,1.0,0.0,0.0513558283812326,0.8414068747261316,0.0513558283812326,0.790051046344899,0.9389643347067392,13,14,0.0,dinkelbach,-0.0,True,0.1798117138908613,True,0.1798117138908613,1,436.89,2.026776267257742,304.0164400886613,6.084356407676488,0.3331126797076855,4.057580140418746,ok,False,True,-1.1368683772161605e-13,-3.789561257387201e-15,5798.92,60
baseline_30p,3,30,700,3.333333333333333,1.5,56.0,150.0,-6173.401376420037,-6175.120436682177,-1.7190602621394646,0.0573020087379821,4.49,66.59,0.8414068747261321,1130.8508396319214,0.8414068747261321,0.0,1.0,0.0,0.2334800454578392,0.8414068747261321,0.2334800454578392,0.6079268292682928,0.7225123154195355,14,4,1.22460022942073,dinkelbach,-0.0,True,0.0573020087379821,True,0.0573020087379821,2,167.64,2.365347041705876,354.8020562558814,6.945153019511552,0.3405752234775425,4.579805977805676,ok,False,True,0.0,0.0,7342.58,60
baseline_30p,4,30,700,3.333333333333333,1.5,56.0,150.0,-6926.199181930732,-6926.534410947309,-0.3352290165767044,0.0111743005525568,5.03,75.08,0.8414068747261321,1130.8508396319214,0.8414068747261321,0.0,1.0,0.0660227374593884,0.3584800454578393,0.8414068747261321,0.2924573079984509,0.4829268292682927,0.62282268369666,13,16,3.842615114990622e-11,dinkelbach,-0.0,True,0.0111743005525568,True,0.0111743005525568,2,159.17,1.378091333972123,206.71370009581847,6.350490804151401,0.2170054845321949,4.972399470179278,ok,False,True,5.400124791776761e-13,1.8000415972589204e-14,5504.53,60
baseline_30p,5,30,700,3.333333333333333,1.5,56.0,150.0,-6794.453415388514,-6800.061114972715,-5.607699584200418,0.1869233194733472,11.07,57.58,0.8414068747261321,1130.8508396319214,0.8414068747261321,0.0,1.0,0.0,0.4834800454578393,0.8414068747261321,0.4834800454578393,0.3579268292682928,0.4253909018568379,17,19,0.5045352052088674,dinkelbach,-0.0,True,0.1869233194733624,True,0.1869233194733472,5,94.31,1.726090150245584,258.9135225368376,6.16071804002905,0.2801767811853056,4.434627889783466,ok,False,True,-5.400124791776761e-13,-1.8000415972589204e-14,4947.71,60
baseline_30p,6,30,700,3.333333333333333,1.5,56.0,150.0,-7527.189646382127,-7527.639675632325,-0.4500292501979857,0.0150009750065995,5.75,64.23,0.8414068747261321,1130.8508396319214,0.8414068747261321,0.0,1.0,0.0,0.3584800454578393,0.8414068747261321,0.3584800454578393,0.4829268292682928,0.5739516086381867,19,23,1.5916157281026244e-12,dinkelbach,-0.0,True,0.0150009750065995,True,0.0150009750065995,2,189.64,0.989345953999758,148.4018930999637,6.367719580472321,0.155368957677369,5.378373626472563,ok,False,True,2.842170943040401e-13,9.473903143468002e-15,3674.55,140
baseline_30p,7,30,700,3.333333333333333,1.5,56.0,150.0,-7154.421953851581,-7158.52642180547,-4.104467953889071,0.136815598462969,9.87,57.79,0.8414068747261321,1130.8508396319214,0.8414068747261321,0.0,1.0,0.0,0.2346300147218999,0.8414068747261321,0.2346300147218999,0.6067768600042321,0.7211455934463702,17,19,0.0,dinkelbach,-0.0,True,0.136815598462969,True,0.136815598462969,2,290.47,1.4703446371948357,220.5516955792253,5.873922307304283,0.2503173450841267,4.403577670109447,ok,False,True,3.1263880373444413e-13,1.0421293457814802e-14,3607.17,150
baseline_30p,8,30,700,3.333333333333333,1.5,56.0,150.0,-7451.193713860744,-7455.009116291628,-3.815402430883296,0.1271800810294432,10.81,56.89,0.8414068747261321,1130.8508396319214,0.8414068747261321,0.0,1.0,0.0,0.3584800454578393,0.8414068747261321,0.3584800454578393,0.4829268292682928,0.5739516086381867,16,16,2.273736754432321e-12,dinkelbach,-0.0,True,0.1271800810294432,True,0.1271800810294432,2,4877.99,1.5524591649100794,232.8688747365119,6.507540677362382,0.2385631134524568,4.955081512452303,ok,False,True,-1.0231815394945445e-12,-3.4106051316484814e-14,4493.62,60
baseline_30p,9,30,700,3.333333333333333,1.5,56.0,150.0,-7650.906164772852,-7651.798602321368,-0.8924375485157725,0.029747918283859,8.51,59.25,0.8414068747261321,1130.8508396319214,0.8414068747261321,0.0,1.0,0.0,0.361340990933722,0.8414068747261321,0.361340990933722,0.48006588379241,0.5705514159825065,19,21,0.1385565487405529,dinkelbach,-0.0,True,0.029747918283859,True,0.029747918283859,2,157.77,0.8974552317498654,134.61828476247982,5.296617317556927,0.169439319086737,4.3991620858070615,ok,False,True,4.547473508864641e-13,1.5158245029548804e-14,5583.7,60
baseline_30p,10,30,700,3.333333333333333,1.5,56.0,150.0,-6145.06788950616,-6145.256056685562,-0.1881671794017165,0.0062722393133905,5.64,78.97,0.8414068747261321,1130.8508396319214,0.8414068747261321,0.0,1.0,0.0,0.3584800454578393,0.8414068747261321,0.3584800454578393,0.4829268292682928,0.5739516086381867,16,16,5.4569682106375694e-12,dinkelbach,-3.069544618483633e-12,True,0.006272239312319,True,0.0062722393133905,4,250.95,2.3523371331828744,352.8505699774312,6.979224489837247,0.3370484982404872,4.626887356654372,ok,False,True,0.0,0.0,3610.42,60
