run,day,n_players,num_households,base_h2_price_eur,import_factor,pi_res,pi_peak,v_mip,v_chp,gap,eps_bound,time_mip_s,time_cg_s,r_sym,reserve_revenue,product,n_blocks,block_hours,r_sym_mwh,r_up_mwh,r_dn_mwh,pool_standalone_mwh,pool_gain_mwh,pool_blocks_with_gain,mech_no_pooling_mwh,mech_full_mwh,mech_gain_time_mwh,mech_gain_direction_mwh,pool_standalone_sum,pool_gain_abs,pool_gain_ratio,mech_no_pooling,mech_time_only,mech_full,mech_gain_time,mech_gain_direction,mech_share_direction,n_binding_up,n_binding_dn,settlement_imbalance,stab_method,stab_excess_sigma,stab_holds_sigma,stab_excess_owen,stab_holds_owen,stab_eps_lr,stab_worst_S_size,stab_time_s,stab_certified,peak_value,peak_cost,sum_individual_peaks,coincidence_factor,peak_netting_saving,schema_checks
baseline_30p,18,30,700,3.3333333333333335,1.5,56.0,150.0,-8457.550594583408,-8472.690678206603,-15.140083623195096,0.5046694541065032,449.39,125.09,,4373.368943122475,symmetric,6,4,78.09587398432991,,,70.15182471095255,7.944049273377354,3,52.9138821084559,78.09587311962173,2.7921328963911147,22.38985811477471,,,1.113240807436005,,,,,,,23,18,4.669387403288965,,,,,,,,,,4.385787282833864,657.8680924250797,7.531882731119332,0.5822962782881886,3.1460954482854673,ok
baseline_30p,19,30,700,3.3333333333333335,1.5,56.0,150.0,-8445.118485391817,-8452.493814477042,-7.37532908522553,0.24584430284085101,16.57,139.8,,4668.255184470307,symmetric,6,4,83.36169972268405,,,70.25844021150073,13.103259511183317,5,47.54632860621335,83.36169972268405,5.8724743476123304,29.942896768858365,,,1.186500859850265,,,,,,,23,17,1.4360838248039727,,,,,,,,,,4.794806657436549,719.2209986154824,7.523979998967635,0.6372699898317705,2.7291733415310855,ok
baseline_30p,20,30,700,3.3333333333333335,1.5,56.0,150.0,-8922.90944792558,-8930.241005409083,-7.331557483503275,0.24438524945010917,19.6,139.56,,4459.800519338525,symmetric,6,4,79.63929498818794,,,70.35181280964177,9.287482178546165,4,48.11976938487423,79.63929498818793,4.291239994772724,27.228285608540965,,,1.1320148238919767,,,,,,,24,21,2.247483349522554,,,,,,,,,,4.087061349337741,613.0592024006612,7.425900065239032,0.5503792555018963,3.338838715901291,ok
baseline_30p,21,30,700,3.3333333333333335,1.5,56.0,150.0,-8575.145936707198,-8586.545131748044,-11.39919504084537,0.379973168028179,60.22,116.4,,4569.869911639488,symmetric,6,4,81.60481985070514,,,70.77673023092827,10.828089619776877,5,49.82789007218312,81.6048197863783,5.047209955231568,26.729719758963604,,,1.1529894018054705,,,,,,,23,20,1.9257064100456773,,,,,,,,,,4.6240746830342205,693.611202455133,7.543731841384166,0.612969121949299,2.9196571583499455,ok
baseline_30p,22,30,700,3.3333333333333335,1.5,56.0,150.0,-9168.337846220196,-9172.7596289128,-4.421782692603301,0.14739275642011004,9.31,114.88,,4718.809782267798,symmetric,6,4,84.26446039763925,,,70.68571583856743,13.578744559071819,5,48.42218490694001,84.26446039763923,6.258027421547753,29.584248069151464,,,1.1921002623795034,,,,,,,23,19,1.7065547081983823,,,,,,,,,,4.341025735365812,651.1538603048718,7.6123404873729115,0.5702616353756845,3.2713147520070995,ok
baseline_30p,23,30,700,3.3333333333333335,1.5,56.0,150.0,-8985.352525298245,-8999.385771642057,-14.033246343811697,0.4677748781270566,17.19,116.24,,4716.102648339834,symmetric,6,4,84.21611872035417,,,70.84420921734868,13.371909503005499,5,48.73015857327198,84.21611871669617,5.189318115143504,30.296642028280687,,,1.1887509176929443,,,,,,,24,20,3.7262921176761665,,,,,,,,,,4.159867632857332,623.9801449285998,7.502906634872972,0.5544341460311615,3.34303900201564,ok
baseline_30p,24,30,700,3.3333333333333335,1.5,56.0,150.0,-7803.88328986273,-7807.997036478647,-4.11374661591708,0.137124887197236,20.65,91.43,,3974.438037060374,symmetric,6,4,70.97210780464954,,,69.86759160580473,1.1045161988447987,3,33.04416426425709,70.97210780464953,8.089517785247779,29.838425755144655,,,1.0158087057741523,,,,,,,23,18,0.8475236055583082,,,,,,,,,,3.9304264880610775,589.5639732091616,7.381152335646005,0.5324949695293185,3.450725847584928,ok
baseline_30p,25,30,700,3.3333333333333335,1.5,56.0,150.0,-8068.434265918775,-8073.83300523075,-5.398739311975078,0.1799579770658359,174.93,107.53,,4508.343653117041,symmetric,6,4,80.5061366628043,,,70.25844021150073,10.24769645130356,4,46.94952606391769,80.50613655877291,7.118466335687864,26.43814415916734,,,1.1458571585200963,,,,,,,23,17,0.3619071258171971,,,,,,,,,,4.371840688304542,655.7761032456813,7.557936528051424,0.5784436892369198,3.1860958397468817,ok
baseline_30p,26,30,700,3.3333333333333335,1.5,56.0,150.0,-8210.117654537386,-8220.80498983462,-10.687335297234313,0.3562445099078104,76.41,109.07,,4244.684865545157,symmetric,6,4,75.79794402759208,,,70.61287951201325,5.185064515578828,3,43.071975050708424,75.79794402759208,5.485689945567815,27.240279031315836,,,1.0734294444782797,,,,,,,24,20,1.6562401008422967,,,,,,,,,,3.960683322885968,594.1024984328952,7.422046070397231,0.5336376634312633,3.461362747511263,ok
baseline_30p,27,30,700,3.3333333333333335,1.5,56.0,150.0,-8728.128968827383,-8739.410492930494,-11.281524103111224,0.3760508034370408,63.47,116.2,,4229.2899908111,symmetric,6,4,75.52303555019822,,,70.6641128402066,4.858922709991619,3,50.606061769720384,75.52303555019822,4.297575573451898,20.619398207025938,,,1.068760825186883,,,,,,,23,22,0.0016785661546236952,,,,,,,,,,3.9713340997828666,595.70011496743,7.4144302319950315,0.5356222899833374,3.443096132212165,ok
baseline_30p,28,30,700,3.3333333333333335,1.5,56.0,150.0,-6777.5198443489435,-6781.175576114784,-3.6557317658407555,0.12185772552802518,2.3,96.83,,4757.121058425462,symmetric,6,4,84.94859032902612,,,69.13373124485065,15.81485908417548,5,46.776718309159186,84.94859032902603,7.07729161514777,31.094580404719068,,,1.2287574936200687,,,,,,,24,21,0.011335615355164919,,,,,,,,,,5.588963698064346,838.3445547096518,7.620614551612788,0.7334006542663315,2.0316508535484425,ok
baseline_30p,29,30,700,3.3333333333333335,1.5,56.0,150.0,-9151.348724238314,-9160.730805072395,-9.382080834080625,0.3127360278026875,21.18,125.75,,4738.062833181397,symmetric,6,4,84.60826487823923,,,70.84216817659322,13.766096701646003,5,49.483592057494015,84.60826487471624,7.462860892874492,27.661811924347713,,,1.1943206575401575,,,,,,,24,22,2.2407595714585113,,,,,,,,,,4.34979368425077,652.4690526376155,7.5564692941958365,0.5756383722212527,3.2066756099450666,ok
baseline_30p,30,30,700,3.3333333333333335,1.5,56.0,150.0,-9581.684103822467,-9594.044831222081,-12.360727399614916,0.41202424665383053,64.23,104.74,,4280.784307650524,symmetric,6,4,76.44257692233079,,,70.8618117379354,5.580765184395398,3,50.30108391124855,76.44257692233079,4.776442315936118,21.36505069514612,,,1.0787556096509985,,,,,,,22,19,2.522912626899597,,,,,,,,,,3.3163079813577503,497.44619720366256,7.462502958629629,0.4443962032233134,4.146194977271879,ok
baseline_30p,31,30,700,3.3333333333333335,1.5,56.0,150.0,-8865.050701076796,-8874.928364641326,-9.87766356452994,0.329255452150998,22.48,128.54,,4348.3252846822015,symmetric,6,4,77.64866579789646,,,70.32541901265066,7.323246785245804,3,52.6543536574344,77.64866579789641,4.966732802900764,20.02757933756126,,,1.1041337099453106,,,,,,,23,22,0.8522843401260616,,,,,,,,,,4.051836032980537,607.7754049470806,7.459686355436104,0.543164395916973,3.407850322455567,ok
baseline_30p,1,30,700,3.3333333333333335,1.5,56.0,150.0,-8967.624095523932,-8973.24522722304,-5.621131699108446,0.1873710566369482,13.18,104.99,,4681.68079052314,symmetric,6,4,83.6014426879132,,,70.52283131314014,13.07861137477305,5,47.40862555313545,83.60144262392109,5.87480991400038,30.318007156785235,,,1.1854521596942207,,,,,,,22,19,2.3998817983247136,dinkelbach,5.784366663061689e-07,True,0.066745611851087,True,0.1873710566369482,15,77.78,True,4.386381693458115,657.9572540187172,7.460752941334179,0.5879274823800444,3.074371247876064,ok
baseline_30p,2,30,700,3.3333333333333335,1.5,56.0,150.0,-8735.507821993198,-8743.548116821265,-8.04029482806618,0.268009827602206,47.07,128.69,,4205.1880089477945,symmetric,6,4,75.09264301692491,,,70.03607014943896,5.056572867485949,3,47.98543722014042,75.0926429577193,5.096504324955328,22.010701412623558,,,1.0721995516980969,,,,,,,23,21,1.0111145432192643,dinkelbach,-0.0,True,8.51082051797385e-05,True,0.268009827602206,0,29.14,True,3.951109436042596,592.6664154063894,7.47094609932702,0.5288633304955193,3.519836663284424,ok
