scenario,run_id,use_korean_price,use_tou_elec,import_factor,month,hp_cap,els_cap,num_households,nu_cop,c_su_G,c_su_H,base_h2_price_eur,e_E_cap_ratio,e_H_cap_ratio,e_G_cap_ratio,eff_type,segments,peak_penalty_ratio,wind_el_ratio,solar_el_ratio,storage_power_ratio_E,storage_power_ratio_G,storage_power_ratio_H,storage_capacity_ratio_E,storage_capacity_ratio_G,storage_capacity_ratio_H,initial_soc_ratio_E,initial_soc_ratio_G,initial_soc_ratio_H,day,solve_time_ip,profit_ip_u1,profit_ip_u2,profit_ip_u3,profit_ip_u4,profit_ip_u5,profit_ip_u6,profit_ip_u7,profit_ip_u8,profit_ip_u9,profit_ip_u10,profit_ip_u11,profit_ip_u12,profit_ip_u13,profit_ip_u14,profit_ip_u15,violation_ip,blocking_coalition_ip,isimp_ip,solve_time_chp,profit_chp_u1,profit_chp_u2,profit_chp_u3,profit_chp_u4,profit_chp_u5,profit_chp_u6,profit_chp_u7,profit_chp_u8,profit_chp_u9,profit_chp_u10,profit_chp_u11,profit_chp_u12,profit_chp_u13,profit_chp_u14,profit_chp_u15,violation_chp,blocking_coalition_chp,isimp_chp,chp_price_electricity_0,chp_price_electricity_1,chp_price_electricity_2,chp_price_electricity_3,chp_price_electricity_4,chp_price_electricity_5,chp_price_electricity_6,chp_price_electricity_7,chp_price_electricity_8,chp_price_electricity_9,chp_price_electricity_10,chp_price_electricity_11,chp_price_electricity_12,chp_price_electricity_13,chp_price_electricity_14,chp_price_electricity_15,chp_price_electricity_16,chp_price_electricity_17,chp_price_electricity_18,chp_price_electricity_19,chp_price_electricity_20,chp_price_electricity_21,chp_price_electricity_22,chp_price_electricity_23,chp_price_heat_0,chp_price_heat_1,chp_price_heat_2,chp_price_heat_3,chp_price_heat_4,chp_price_heat_5,chp_price_heat_6,chp_price_heat_7,chp_price_heat_8,chp_price_heat_9,chp_price_heat_10,chp_price_heat_11,chp_price_heat_12,chp_price_heat_13,chp_price_heat_14,chp_price_heat_15,chp_price_heat_16,chp_price_heat_17,chp_price_heat_18,chp_price_heat_19,chp_price_heat_20,chp_price_heat_21,chp_price_heat_22,chp_price_heat_23,chp_price_hydrogen_0,chp_price_hydrogen_1,chp_price_hydrogen_2,chp_price_hydrogen_3,chp_price_hydrogen_4,chp_price_hydrogen_5,chp_price_hydrogen_6,chp_price_hydrogen_7,chp_price_hydrogen_8,chp_price_hydrogen_9,chp_price_hydrogen_10,chp_price_hydrogen_11,chp_price_hydrogen_12,chp_price_hydrogen_13,chp_price_hydrogen_14,chp_price_hydrogen_15,chp_price_hydrogen_16,chp_price_hydrogen_17,chp_price_hydrogen_18,chp_price_hydrogen_19,chp_price_hydrogen_20,chp_price_hydrogen_21,chp_price_hydrogen_22,chp_price_hydrogen_23,solve_time_chp_smooth,profit_chp_smooth_u1,profit_chp_smooth_u2,profit_chp_smooth_u3,profit_chp_smooth_u4,profit_chp_smooth_u5,profit_chp_smooth_u6,profit_chp_smooth_u7,profit_chp_smooth_u8,profit_chp_smooth_u9,profit_chp_smooth_u10,profit_chp_smooth_u11,profit_chp_smooth_u12,profit_chp_smooth_u13,profit_chp_smooth_u14,profit_chp_smooth_u15,violation_chp_smooth,blocking_coalition_chp_smooth,isimp_chp_smooth,speedup_chp_smooth,obj_diff_chp_smooth
15player_baseline,0,True,False,1.5,1,0.8,1,700,3.28,50,10,3.3333333333333335,1.0,1.0,1.0,1,6,0.0,1.0,1.0,0.25,0.25,0.25,3.0,3.0,0.0,0.2,0.2,0.2,1,2.1528680324554443,1507.9157311730046,37.7816173357818,415.8927275261325,77.93060758909814,113.2494949734546,191.04013251094807,425.63154798933033,32.00647851733969,415.8927275261324,792.2520097748395,57.391099483860124,1.1352151487617448,74.56363888918389,192.8049001599761,172.6040736086386,3.2790429502740537,"['u2', 'u5', 'u6', 'u8', 'u9', 'u10', 'u11', 'u15']",True,24.055071115493774,1505.1276437919155,39.098937690323524,415.8927275261324,77.93060758909928,115.00114676671092,191.04013251094807,421.97703968146976,33.1406478338872,415.89272752613226,791.6659998268883,56.2902758419066,1.1352151487628817,76.52678279643641,192.80490015997657,174.56721751589203,-0.0,,True,81.99000000000004,78.61000000000008,78.61000000000024,78.60999999999994,78.61000000000017,78.61000000000007,79.74000000000005,79.73999999999995,77.32000000000008,75.99999999999983,71.20000000000033,71.19999999999983,49.37117621980599,43.929765469621714,71.20000000000005,71.32999999999987,84.91999999999994,96.78000000000019,96.77999999999967,96.99999999999982,96.99999999999913,96.99999999999966,96.99999999999899,96.99999999999996,45.99771428571419,45.99771428571431,45.99771428571412,45.997714285714245,45.997714285714196,45.997714285714274,68.99657142857151,68.99657142857129,68.99657142857164,68.99657142857158,45.99771428571444,45.997714285714395,45.99771428571432,45.9977142857139,45.99771428571428,45.99771428571418,45.9977142857141,68.99657142857097,68.99657142857136,68.9965714285714,68.99657142857147,68.99657142857136,68.99657142857183,45.99771428571407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.012827143347607,4.383064177880262,4.5947376403756,3.333333333333336,3.3333333333333313,4.012827143347465,4.0128271433475025,4.561138581877278,4.954107584379595,4.954107584379566,4.954107584379581,4.954107584379546,0.0,0.0,0.0,25.85260796546936,1505.127643791924,39.09893769032546,415.8927275261319,77.93060758909644,115.00114676670728,191.04013251094818,421.9770396814736,33.14064783388726,415.8927275261319,791.6659998268937,56.29027584190775,1.1352151487601532,76.52678279643249,192.80490015997566,174.5672175158861,-7.67229835219041e-10,,True,0.9304698058943799,8.185452315956354e-12
