method,violation,time,u1,u2,u3,u4,u5,u6,total_cost,total_profit
ip,12.587614967325628,1.9151740074157715,-1548.5125187854921,7.8544165015835645,-228.7276831406807,-662.8968149560732,-80.58340087808176,-232.33421025868688,-2745.200211517431,2745.200211517431
lp,,,,,,,,,0.0,0.0
pca,244.00740572976935,1.9151740074157715,-2695.5532282517656,-13.01491421657867,-36.63206904908714,-0.0,-0.0,-0.0,-2745.2002115174314,2745.2002115174314
chp,-0.0,11.754008293151855,-1504.9357841410579,-4.815968584516945,-234.39267362460805,-684.8177506804119,-80.58340087808187,-235.65463360875492,-2745.200211517432,2745.200211517432
rowgen,1.333104321377121e-10,3.9416041374206543,-2451.545822521996,-85.31659934382392,-208.33778965160917,0.0,-2.842170943040401e-14,0.0,-2745.2002115174287,2745.2002115174287
brute_force,,2.7555389404296875,,,,,,,,
