time,electricity,heat,hydro
0,37.36401428571429,57.497142857142855,0.0
1,35.8237,57.497142857142855,0.0
2,35.8237,57.497142857142855,0.0
3,35.8237,57.497142857142855,0.0
4,35.8237,57.497142857142855,0.0
5,35.8237,57.497142857142855,0.0
6,36.338657142857144,68.99657142857143,0.0
7,36.338657142857144,68.99657142857143,0.0
8,35.23582857142857,68.99657142857143,0.0
9,54.28571428571429,68.99657142857143,3.3333333333333335
10,57.672,57.497142857142855,3.3333333333333335
11,57.672,57.497142857142855,3.333333333333333
12,0.0,57.497142857142855,3.3333333333333335
13,5.5485,57.497142857142855,3.3333333333333335
14,57.672,57.497142857142855,3.3333333333333335
15,57.7773,57.497142857142855,3.3333333333333335
16,61.80716056624346,57.497142857142855,3.333333333333333
17,69.12857142857143,57.497142857142855,3.333333333333333
18,69.12857142857143,57.497142857142855,3.333333333333333
19,69.12857142857143,68.99657142857143,3.3333333333333335
20,69.12857142857143,68.99657142857143,3.3333333333333335
21,69.12857142857143,68.99657142857143,0.0
22,69.12857142857143,68.99657142857143,0.0
23,44.240742857142855,57.497142857142855,0.0
