method,violation,time,u1,u2,u3,u4,u5,u6,total_cost,total_profit
ip,0.6842707115731201,1.6593425273895264,-456.84152171690715,-75.28195910640653,-444.20923016180893,-39.61112279845776,-82.73329807009753,-134.72189892093957,-1233.3990307746176,1233.3990307746176
lp,,,,,,,,,0.0,0.0
pca,119.89705698208215,1.6593425273895264,-633.8938384485632,-102.46914734581847,-497.03604498023617,-0.0,-0.0,-0.0,-1233.3990307746178,1233.3990307746178
chp,-0.0,375.28194642066956,-453.4000224680517,-83.00188558694197,-444.99870867673224,-41.35964628110355,-75.91686884084811,-134.7218989209398,-1233.3990307746174,1233.3990307746174
rowgen,-0.0,4.415889263153076,-513.9967814677304,-158.699527888077,-560.7027214188101,0.0,0.0,0.0,-1233.3990307746176,1233.3990307746176
brute_force,,6.589316368103027,,,,,,,,
