run,day,n_players,num_households,base_h2_price_eur,import_factor,pi_res,pi_peak,v_mip,v_chp,gap,eps_bound,time_mip_s,time_cg_s,r_sym,reserve_revenue,pool_standalone_sum,pool_gain_abs,pool_gain_ratio,mech_no_pooling,mech_time_only,mech_full,mech_gain_time,mech_gain_direction,mech_share_direction,n_binding_up,n_binding_dn,settlement_imbalance,stab_method,stab_excess_sigma,stab_holds_sigma,stab_excess_owen,stab_holds_owen,stab_eps_lr,stab_worst_S_size,stab_time_s,peak_value,peak_cost,sum_individual_peaks,coincidence_factor,peak_netting_saving,schema_checks
low_h2_reserve0_6p,1,6,700,2.0,3.0,0.0,150.0,-2688.23077504015,-2693.8304793225266,-5.599704282376479,0.9332840470627464,0.42,14.74,,,,,,,,,,,,,,,dinkelbach,-0.0,True,0.9332840470627488,True,0.9332840470627464,1,0.41,0.4495083912969783,67.42625869454675,1.0104586925664627,0.4448557814424581,0.5609503012694843,ok
low_h2_reserve0_6p,2,6,700,2.0,3.0,0.0,150.0,-2506.5480357548204,-2512.696134463765,-6.148098708944872,1.0246831181574787,0.12,11.98,,,,,,,,,,,,,,,dinkelbach,-0.0,True,1.0246831181574765,True,1.0246831181574787,1,0.31,0.2884563994566225,43.26845991849338,1.0104586925664627,0.2854707486596731,0.7220022931098402,ok
low_h2_reserve0_6p,3,6,700,2.0,3.0,0.0,150.0,-2273.903705132197,-2280.122548194242,-6.218843062044471,1.0364738436740784,0.47,12.24,,,,,,,,,,,,,,,dinkelbach,-0.0,True,1.0364738436740808,True,1.0364738436740784,1,0.34,0.4807541485318187,72.11312227977281,0.9920868708865904,0.4845887619722122,0.5113327223547717,ok
low_h2_reserve0_6p,4,6,700,2.0,3.0,0.0,150.0,-2621.660995250846,-2639.484829025581,-17.823833774734794,2.970638962455799,1.07,10.84,,,,,,,,,,,,,,,dinkelbach,-0.0,True,2.9706389624558014,True,2.970638962455799,1,1.25,0.491961597434013,73.79423961510196,0.9442664210344762,0.520998720779515,0.4523048236004632,ok
low_h2_reserve0_6p,5,6,700,2.0,3.0,0.0,150.0,-2636.265710746205,-2644.259686204522,-7.993975458316527,1.3323292430527545,0.14,14.96,,,,,,,,,,,,,,,dinkelbach,-0.0,True,1.3323292430527545,True,1.3323292430527545,1,0.39,0.412608549279285,61.89128239189275,0.9538125753918206,0.4325887075978085,0.5412040261125356,ok
low_h2_reserve0_6p,6,6,700,2.0,3.0,0.0,150.0,-2907.0621778619507,-2908.988349205236,-1.9261713432852048,0.3210285572142008,0.13,12.17,,,,,,,,,,,,,,,dinkelbach,-0.0,True,0.3210285572141984,True,0.3210285572142008,1,0.3,0.3072604301791416,46.08906452687124,0.8153367413469506,0.376850955681872,0.5080763111678089,ok
low_h2_reserve0_6p,7,6,700,2.0,3.0,0.0,150.0,-2809.288551196062,-2811.5097191510554,-2.221167954993234,0.370194659165539,0.36,12.0,,,,,,,,,,,,,,,dinkelbach,-0.0,True,0.3701946591655414,True,0.370194659165539,1,0.37,0.1517887079023165,22.768306185347488,0.8153367413469506,0.1861668930208627,0.663548033444634,ok
low_h2_reserve0_6p,8,6,700,2.0,3.0,0.0,150.0,-2932.838202538093,-2933.602640827427,-0.7644382893340662,0.1274063815556777,0.12,14.72,,,,,,,,,,,,,,,dinkelbach,-0.0,True,0.12740638155568,True,0.1274063815556777,1,0.29,0.0702553188847431,10.538297832711468,0.8153367413469506,0.0861672427133359,0.7450814224622074,ok
low_h2_reserve0_6p,9,6,700,2.0,3.0,0.0,150.0,-2970.853938335992,-2971.7968153657803,-0.9428770297881784,0.157146171631363,0.12,15.01,,,,,,,,,,,,,,,dinkelbach,-0.0,True,0.1571461716313607,True,0.157146171631363,1,0.28,0.2046737226108448,30.701058391626724,0.8153367413469506,0.2510296816413795,0.6106630187361057,ok
low_h2_reserve0_6p,10,6,700,2.0,3.0,0.0,150.0,-2068.1076632441054,-2088.3975969648777,-20.289933720772297,3.381655620128716,0.86,12.92,,,,,,,,,,,,,,,dinkelbach,-0.0,True,3.3816556201287646,True,3.381655620128716,2,0.41,0.9481104402303404,142.21656603455105,1.040644002810415,0.9110804825375692,0.0925335625800745,ok
low_h2_reserve0_6p,11,6,700,2.0,3.0,0.0,150.0,-1924.266371329624,-1936.635184082063,-12.368812752438773,2.0614687920731285,0.91,12.25,,,,,,,,,,,,,,,dinkelbach,-0.0,True,2.0614687920731427,True,2.0614687920731285,2,1.7,0.2762869412785291,41.44304119177937,0.5581538689659996,0.4950013905490985,0.2818669276874704,ok
low_h2_reserve0_6p,12,6,700,2.0,3.0,0.0,150.0,-2157.785079384859,-2167.740089246616,-9.95500986175739,1.6591683102928982,0.39,13.06,,,,,,,,,,,,,,,dinkelbach,-0.0,True,1.6591683102928982,True,1.6591683102928982,1,0.32,0.5317355172502805,79.76032758754206,1.0076393560442751,0.5277041970033138,0.4759038387939946,ok
low_h2_reserve0_6p,13,6,700,2.0,3.0,0.0,150.0,-2570.666787806718,-2577.984226831316,-7.317439024598116,1.2195731707663526,0.31,12.56,,,,,,,,,,,,,,,dinkelbach,-0.0,True,1.2195731707663526,True,1.2195731707663526,1,0.36,0.3966737015137842,59.50105522706763,0.3966737015137842,1.0,0.0,ok
low_h2_reserve0_6p,14,6,700,2.0,3.0,0.0,150.0,-2288.591898893082,-2304.5813727836007,-15.98947389051864,2.66491231508644,0.25,15.33,,,,,,,,,,,,,,,dinkelbach,-0.0,True,2.66491231508644,True,2.66491231508644,1,0.48,0.692356856950751,103.85352854261264,1.0104586925664627,0.685190658504045,0.3181018356157117,ok
low_h2_reserve0_6p,15,6,700,2.0,3.0,0.0,150.0,-2896.340302810945,-2897.82844060508,-1.4881377941346727,0.2480229656891121,0.13,12.95,,,,,,,,,,,,,,,dinkelbach,-0.0,True,0.2480229656891097,True,0.2480229656891121,1,0.3,0.1619835666441412,24.297534996621188,0.8153367413469506,0.1986707558113247,0.6533531747028093,ok
low_h2_reserve0_6p,16,6,700,2.0,3.0,0.0,150.0,-2551.9267235969915,-2559.62517931216,-7.698455715168166,1.2830759525280275,0.33,13.2,,,,,,,,,,,,,,,dinkelbach,-0.0,True,1.28307595252803,True,1.2830759525280275,1,0.33,0.294799140441852,44.21987106627781,0.9622633284929064,0.3063601528944945,0.6674641880510545,ok
low_h2_reserve0_6p,17,6,700,2.0,3.0,0.0,150.0,-2058.819547776965,-2071.851041874876,-13.031494097911036,2.1719156829851727,0.65,13.59,,,,,,,,,,,,,,,dinkelbach,-0.0,True,2.1719156829851727,True,2.1719156829851727,1,0.44,0.8579894327312092,128.6984149096814,0.9538125753918206,0.8995367170313855,0.0958231426606114,ok
