run,day,n_players,num_households,base_h2_price_eur,import_factor,pi_res,pi_peak,v_mip,v_chp,gap,eps_bound,time_mip_s,time_cg_s,r_sym,reserve_revenue,product,n_blocks,block_hours,r_sym_mwh,r_up_mwh,r_dn_mwh,pool_standalone_mwh,pool_gain_mwh,pool_blocks_with_gain,mech_no_pooling_mwh,mech_full_mwh,mech_gain_time_mwh,mech_gain_direction_mwh,pool_standalone_sum,pool_gain_abs,pool_gain_ratio,mech_no_pooling,mech_time_only,mech_full,mech_gain_time,mech_gain_direction,mech_share_direction,n_binding_up,n_binding_dn,settlement_imbalance,stab_method,stab_excess_sigma,stab_holds_sigma,stab_excess_owen,stab_holds_owen,stab_eps_lr,stab_worst_S_size,stab_time_s,peak_value,peak_cost,sum_individual_peaks,coincidence_factor,peak_netting_saving,schema_checks
baseline_6p,11,6,700,3.3333333333333335,1.5,56.0,150.0,-2263.1880790030013,-2281.439703558416,-18.251624555414764,3.0419374259024607,1.41,26.1,,846.0297616788368,symmetric,6,4,15.107674315693515,,,12.167850465829522,2.9398238498639935,5,10.253416007981563,15.107674315693512,0.26468292682926764,4.589575380882682,,,1.2416058496214908,,,,,,,24,22,1.9814265795050687,dinkelbach,-0.0,True,-0.0,True,3.0419374259024607,0,4.17,0.8554911020916423,128.32366531374635,1.087146260061079,0.7869144507231053,0.2316551579694368,ok
baseline_6p,12,6,700,3.3333333333333335,1.5,56.0,150.0,-2320.899555952537,-2324.9101257520792,-4.0105697995422815,0.6684282999237136,0.46,37.33,,858.0661348070201,symmetric,6,4,15.32260955012536,,,12.167850465829522,3.1547590842958377,5,7.57508018790805,15.322609550125357,0.2646765452273643,7.48285281698994,,,1.2592700406004511,,,,,,,24,22,1.156819882185232,dinkelbach,-0.0,True,-0.0,True,0.6684282999237136,0,1.49,0.8070509994636128,121.05764991954192,1.0599314649474936,0.7614180974461326,0.25288046548388077,ok
baseline_6p,13,6,700,3.3333333333333335,1.5,56.0,150.0,-2618.658350120734,-2640.68407854697,-22.025728426235673,3.6709547377059457,2.45,21.02,,831.6677488579469,symmetric,6,4,14.851209801034766,,,12.167850465829522,2.683359335205244,4,9.891621521816225,14.851209801034733,0.39040336613895255,4.569184913079555,,,1.2205286252276697,,,,,,,24,21,1.4735251102546272,dinkelbach,-0.0,True,-0.0,True,3.6709547377059457,0,2.8,0.6093189369084082,91.39784053626123,0.8408341632055357,0.7246600620810701,0.2315152262971275,ok
baseline_6p,14,6,700,3.3333333333333335,1.5,56.0,150.0,-2428.098101584771,-2432.7551655110933,-4.65706392632228,0.7761773210537134,1.52,29.42,,854.2853047945308,symmetric,6,4,15.255094728473765,,,12.167850465829522,3.087244262644242,5,10.181011661747382,15.255094728473761,0.26468292682926853,4.809400139897109,,,1.2537214170501212,,,,,,,23,21,1.9553656239648944,dinkelbach,-0.0,True,-0.0,True,0.7761773210537134,0,3.1,0.7159978696940594,107.39968045410892,1.0599314649474936,0.6755133641867385,0.34393359525343414,ok
baseline_6p,15,6,700,3.3333333333333335,1.5,56.0,150.0,-2910.6385231142676,-2916.8412776859223,-6.202754571654623,1.0337924286091038,0.89,21.81,,869.8712195121951,symmetric,6,4,15.533414634146341,,,12.167850465829522,3.3655641683168196,5,10.415255416617434,15.53341463414634,0.4232538651396528,4.694905352389252,,,1.2765948001882663,,,,,,,24,23,7.389644451905042e-12,dinkelbach,-0.0,True,-0.0,True,1.0337924286091038,0,1.68,0.39519601450613046,59.27940217591957,0.8746322316207041,0.4518425004459617,0.4794362171145737,ok
baseline_6p,16,6,700,3.3333333333333335,1.5,56.0,150.0,-2582.987848289639,-2603.6140840624857,-20.62623577284694,3.4377059621411568,1.93,27.94,,751.5820869137658,symmetric,6,4,13.421108694888675,,,12.167850465829522,1.253258229059153,4,6.25838803560893,13.421108694888673,0.4292768777737569,6.733443781505986,,,1.1029975041671187,,,,,,,24,21,2.6180617228300207,dinkelbach,-0.0,True,-0.0,True,3.4377059621411568,0,4.05,0.42644613107519364,63.96691966127904,0.965814984577174,0.44154018925466176,0.5393688535019803,ok
baseline_6p,17,6,700,3.3333333333333335,1.5,56.0,150.0,-2276.586168973537,-2287.396502422696,-10.810333449158861,1.8017222415264769,0.56,41.97,,853.6194622675094,symmetric,6,4,15.243204683348383,,,12.167850465829522,3.07535421751886,5,7.651218387563656,15.243204683348369,0.2338197517666054,7.3581665440181085,,,1.2527442481443418,,,,,,,24,23,-1.1368683772161603e-13,dinkelbach,-0.0,True,-0.0,True,1.8017222415264769,0,2.71,0.8828996680320276,132.43495020480412,1.0599314649474936,0.8329780719131348,0.177031796915466,ok
baseline_6p,18,6,700,3.3333333333333335,1.5,56.0,150.0,-2461.0658868620717,-2482.1444981388777,-21.078611276805987,3.5131018794676643,2.53,61.36,,817.6600745497585,symmetric,6,4,14.601072759817116,,,12.167850465829522,2.433222293987595,4,9.659878678081208,14.601072759817116,0.23374715280531522,4.707446928930592,,,1.199971416547295,,,,,,,23,18,4.770530736524734,dinkelbach,-0.0,True,-0.0,True,3.5131018794676643,0,3.45,0.643813819728396,96.5720729592594,1.0919628660833909,0.5895931443507799,0.44814904635499486,ok
baseline_6p,19,6,700,3.3333333333333335,1.5,56.0,150.0,-2488.6045282717473,-2510.3868526123797,-21.782324340632385,3.6303873901053976,1.73,28.28,,852.4374634146341,symmetric,6,4,15.222097560975609,,,12.167850465829522,3.0542470951460876,5,9.762703191782855,15.222097560975609,0.2646829016447425,5.194711467548012,,,1.2510095849487306,,,,,,,24,23,0.6312477593241965,dinkelbach,-0.0,True,-0.0,True,3.6303873901053976,0,7.45,0.7265254853321907,108.9788227998286,1.0326030234870551,0.7035864401004231,0.3060775381548644,ok
baseline_6p,20,6,700,3.3333333333333335,1.5,56.0,150.0,-2677.820236326871,-2695.193482544811,-17.37324621794005,2.895541036323342,1.43,28.7,,811.319908613395,symmetric,6,4,14.487855510953482,,,12.167850465829522,2.32000504512396,4,9.114124568058532,14.487853862232159,0.6222991398626698,4.751430154310956,,,1.1906667945697669,,,,,,,24,23,0.1303489276210712,dinkelbach,-0.0,True,-0.0,True,2.895541036323342,0,3.63,0.4301092082210966,64.5163812331645,0.9340464870047953,0.4604794453007653,0.5039372787836987,ok
baseline_6p,21,6,700,3.3333333333333335,1.5,56.0,150.0,-2544.9064333510228,-2549.4579076363634,-4.551474285340646,0.7585790475567743,0.55,27.68,,860.4846181614563,symmetric,6,4,15.365796752883147,,,12.167850465829522,3.1979462870536257,5,10.406208473664627,15.365796752883146,0.26748719275982524,4.692101086458692,,,1.2628193283632378,,,,,,,24,20,1.1033224841588662,dinkelbach,-0.0,True,-0.0,True,0.7585790475567743,0,1.73,0.5383762160747099,80.75643241120648,1.0919628660833909,0.49303527875974057,0.553586650008681,ok
baseline_6p,22,6,700,3.3333333333333335,1.5,56.0,150.0,-2808.4975808105155,-2812.898024392725,-4.400443582209391,0.7334072637015652,0.48,25.34,,858.9020295278166,symmetric,6,4,15.337536241568154,,,12.167850465829522,3.1696857757386314,5,10.114310297012175,15.33753624156815,0.35678840085839236,4.866437543697584,,,1.2604967725926557,,,,,,,24,22,1.1689188591280981,dinkelbach,-0.0,True,-0.0,True,0.7334072637015652,0,2.73,0.438137784918158,65.7206677377237,1.0599314649474936,0.4133642593012958,0.6217936800293355,ok
baseline_6p,23,6,700,3.3333333333333335,1.5,56.0,150.0,-2662.851670894142,-2663.382715911567,-0.5310450174251855,0.08850750290419758,0.17,32.24,,866.6262089277496,symmetric,6,4,15.475468016566959,,,12.167850465829522,3.307617550737436,5,10.420662115403253,15.475468016566957,0.4877557805759247,4.56705012058778,,,1.2718325278590565,,,,,,,24,23,0.0,dinkelbach,-0.0,True,-0.0,True,0.08850750290419758,0,1.71,0.7448577144637379,111.72865716956069,1.0599314649474936,0.7027413932849293,0.31507375048375563,ok
baseline_6p,24,6,700,3.3333333333333335,1.5,56.0,150.0,-2161.5672353108957,-2179.5079761398515,-17.940740828955768,2.990123471492628,2.03,27.47,,842.7839915692407,symmetric,6,4,15.049714135165011,,,12.167850465829522,2.8818636693354893,5,10.090125855946498,15.049714135165011,0.26631607424248716,4.693272204976026,,,1.2368424626377936,,,,,,,24,19,2.7150060105028615,dinkelbach,-0.0,True,-0.0,True,2.990123471492628,0,4.42,1.011815017211236,151.7722525816854,1.0997315984204385,0.9200563288938151,0.08791658120920265,ok
baseline_6p,25,6,700,3.3333333333333335,1.5,56.0,150.0,-2317.5314086795156,-2335.6725982090584,-18.14118952954277,3.0235315882571285,2.53,30.48,,853.7384251590964,symmetric,6,4,15.24532902069815,,,12.167850465829522,3.077478554868629,5,7.353648892205348,15.245329020698147,0.264610536942369,7.627069591550429,,,1.252918834227211,,,,,,,23,23,1.4313802213729332,dinkelbach,-0.0,True,-0.0,True,3.0235315882571285,0,3.28,0.9689185679348873,145.3377851902331,1.046346137971895,0.9260019536297199,0.07742757003700773,ok
baseline_6p,26,6,700,3.3333333333333335,1.5,56.0,150.0,-2357.1221509461525,-2366.412614288324,-9.290463342171734,1.5484105570286222,1.08,26.25,,836.8506055887116,symmetric,6,4,14.943760814084134,,,12.167850465829522,2.775910348254613,5,10.089502506372181,14.943760814084133,0.26468292682926764,4.589575380882684,,,1.2281348177354816,,,,,,,24,19,1.9929409595335983,dinkelbach,-0.0,True,-0.0,True,1.5484105570286222,0,4.14,0.6523899997619671,97.85849996429506,1.0997315984204385,0.5932265660994055,0.44734159865847145,ok
baseline_6p,27,6,700,3.3333333333333335,1.5,56.0,150.0,-2605.362193627318,-2616.455749136931,-11.093555509612997,1.848925918268833,0.35,23.6,,848.8119729751194,symmetric,6,4,15.157356660269988,,,12.167850465829522,2.989506194440466,5,10.197768381051468,15.157356660269981,0.3904033661389238,4.569184913079589,,,1.245688932719528,,,,,,,23,23,-1.1368683772161603e-13,dinkelbach,-0.0,True,-0.0,True,1.848925918268833,0,4.27,0.5451395832590455,81.77093748885683,1.087146260061079,0.501440885450333,0.5420066768020335,ok
baseline_6p,28,6,700,3.3333333333333335,1.5,56.0,150.0,-1714.6336624772478,-1715.2601687831761,-0.6265063059283875,0.10441771765473125,0.2,79.47,,819.2814834352689,symmetric,6,4,14.630026489915517,,,11.682378052537183,2.9476484373783345,5,9.614994092115584,14.630026489915515,0.1616384401721851,4.853393957627746,,,1.2523157891417631,,,,,,,24,21,2.2933272703085095e-07,dinkelbach,-0.0,True,-0.0,True,0.10441771765473125,0,2.54,1.0599314649474934,158.989719742124,1.0997315984204385,0.9638092298792625,0.0398001334729452,ok
baseline_6p,29,6,700,3.3333333333333335,1.5,56.0,150.0,-2797.281353626955,-2801.4492564275897,-4.1679028006346925,0.6946504667724488,0.61,25.32,,869.8712195121952,symmetric,6,4,15.533414634146343,,,12.167850465829522,3.365564168316822,5,10.423658090269948,15.53341463414634,0.41485119148714417,4.694905352389247,,,1.2765948001882663,,,,,,,24,23,1.2164491636212915e-11,dinkelbach,-0.0,True,-0.0,True,0.6946504667724488,0,2.45,0.4335482164003053,65.03223246004579,1.0180413143714317,0.4258650511330088,0.5844930979711265,ok
baseline_6p,30,6,700,3.3333333333333335,1.5,56.0,150.0,-2977.725016134355,-2983.0042966330493,-5.279280498694334,0.8798800831157223,0.83,26.9,,864.3248339069785,symmetric,6,4,15.434372034053187,,,12.167850465829522,3.2665215682236646,5,10.474783754834668,15.434372034053183,0.26468292682926764,4.6949053523892506,,,1.268455104490058,,,,,,,24,19,0.31613413583932015,dinkelbach,-0.0,True,-0.0,True,0.8798800831157223,0,3.44,0.25356368369988647,38.03455255498297,0.6451379801977332,0.39303791046710634,0.3915742964978467,ok
baseline_6p,31,6,700,3.3333333333333335,1.5,56.0,150.0,-2628.6712901814712,-2647.1248811556316,-18.453590974160306,3.0755984956933844,2.11,20.74,,847.5940769410395,symmetric,6,4,15.135608516804275,,,12.167850465829522,2.9677580509747536,5,10.176020237585757,15.135608516804275,0.39040336613892357,4.569184913079594,,,1.2439015879845818,,,,,,,24,22,0.0,dinkelbach,-0.0,True,-0.0,True,3.0755984956933844,0,3.04,0.586075371281686,87.9113056922529,1.0919628660833909,0.536717309246786,0.5058874948017049,ok
